"","PC1","PC2","PC3","PC4","PC5","PC6","Species","Outer_volume","log_Outer_volume"
"167",-0.0646384705180014,0.542037578707622,-0.850510121625309,0.0172153879269828,-0.672905115615167,0.645413059639943,"Cardinalis_sinuatus",217.95,5.38884339324741
"168",-0.0647511893611834,0.542788333462353,-0.850189685596033,0.0178313502364895,-0.672885921169402,0.645410097298284,"Cardinalis_sinuatus",207.79,5.34132896214128
"169",0.915761628240946,0.537912058888193,0.168965020903348,-0.343231998802049,0.00767423276373534,0.16552834560037,"Carduelis_carduelis",164.86,5.11114405902306
"170",0.915167191664402,0.541871255714817,0.170654879412069,-0.339983646386362,0.00777545701610647,0.165512723330085,"Carduelis_carduelis",111.28,4.72099575149368
"171",0.487876983732507,0.337278863736227,0.56062382423787,-0.410855576645899,0.846567374990714,-0.225556456228526,"Carduelis_citrinella",177.21,5.18296263018501
"172",1.62015006290283,0.57034975139333,0.503982289518269,-0.524175541528912,-0.0475348544189592,-0.320506015531371,"Carpodacus_erythrinus",728.78,6.5927431188584
"173",2.03659774259158,-1.42419527677369,0.305226178253929,1.96307800825296,-0.0485288599009424,-0.845067869725145,"Carpodacus_rubicilla",1443.23,7.27533158654749
"177",0.732014793746256,0.337570244464269,0.703954313314564,-0.484628789965731,0.867333297203522,-0.410592064598534,"Catharus_bicknelli",425.42,6.05542477606686
"178",0.733326148791936,0.328836070053912,0.700226405966097,-0.491794808172788,0.867109991741965,-0.410557601135531,"Catharus_bicknelli",543.62,6.30008830376659
"179",0.864594723905466,0.430186170350225,0.356895963841571,-0.418865049782613,0.30778609560333,-0.208301043699385,"Catharus_fuscescens",688.86,6.53648867845388
"180",1.26271499783299,0.519501548567884,0.467394493191813,-0.464432699900303,0.152068345979969,-0.28089882812091,"Catharus_guttatus",432.23,6.07126876480658
"182",2.18256695819796,0.639659193420185,0.825036407504946,-0.640887239699453,-0.0449135907960728,-0.661554274231097,"Catharus_minimus",530.27,6.27527036658882
"184",0.53435794654762,0.309520968147759,0.664223855300582,-0.462645331650242,0.978519938721887,-0.123811202442424,"Catharus_ustulatus",393.6,5.97787259358851
"185",0.534548658842334,0.308250744305847,0.663681700247112,-0.463687496227055,0.978487463079889,-0.123806190370266,"Catharus_ustulatus",410.79,6.02051351066601
"196",-1.22192803781835,0.446642228152522,-1.77919231645186,0.409185154406206,-1.21634490700476,-0.357086808033252,"Certhionyx_variegatus",263.78,5.57889929250951
"197",0.511422290318798,0.515090920891918,-0.218365165094468,-0.207386017883162,-0.236971158571978,0.144761121005862,"Cettia_cetti",324.43,5.78514738475781
"198",0.51106482957792,0.517471759297178,-0.217348979182729,-0.205432641346518,-0.236910287996924,0.144751726650718,"Cettia_cetti",292.21,5.68088907584289
"199",0.28938529295574,0.469769298054594,-0.188184666013885,-0.190731643806593,-0.0298563694165867,0.241334349090361,"Chamaea_fasciata",184.13,5.22105828100108
"200",-1.9137467458052,0.121947987719912,-0.963588138656836,0.238131815465844,0.456532547920039,-0.139055453967142,"Charitospiza_eucosma",55.88,4.04094378549499
"201",-2.64142355831004,-0.959768568822676,2.67475625109352,-0.465236031958274,-0.158813059293137,0.127138125306725,"Chasiempis_sandwichensis",152.53,5.03389598767081
"202",-2.6406968767915,-0.964608572408788,2.67269044795203,-0.469207048815822,-0.158936803013374,0.127157223080217,"Chasiempis_sandwichensis",218.03,5.3892087067361
"203",-2.64016057473644,-0.968180568948522,2.67116585369463,-0.472137719882904,-0.159028127768127,0.127171317528623,"Chasiempis_sandwichensis",266.37,5.58863346690046
"206",0.898522427224504,0.498331932121996,0.200591509658038,-0.375800134307209,0.0853522287360023,0.194893834677703,"Chloris_chloris",513.13,6.24247615176466
"207",0.897569531413392,0.504678617740486,0.203300392586632,-0.370592948995837,0.0855144935929668,0.194868791811058,"Chloris_chloris",427.24,6.05968378608513
"211",-1.45088459602927,0.257640516180061,-1.12721539754634,0.244652501097007,-0.122805234933265,-0.273943502296774,"Chlorocichla_flaviventris",146.44,4.99342131336157
"213",-2.52329981263368,-0.833980331601699,2.22218819397018,-0.371369356774862,-0.836951878277803,0.618261861792813,"Chlorodrepanis_stejnegeri",349.73,5.86001669668684
"214",-2.56914980151481,-0.895669353425784,2.43023944088658,-0.416606447335036,-0.534624585611529,0.323004637875365,"Chlorodrepanis_virens",308.13,5.73376190039739
"215",-2.64908121575649,-0.188447668459001,-0.361526548844206,0.111208350171072,1.8775203264523,0.12473390073557,"Chlorophanes_spiza",141.37,4.95842930262565
"222",-1.2842203543209,0.181599612066643,-0.526391762987913,0.0212862634038856,0.694068454523773,0.751864889152772,"Chrysomma_sinense",226.02,5.42503811932719
"226",-4.38599780529439,-1.37266949015776,2.48905334529509,-0.293528960638698,0.877291438356696,0.0190034646039652,"Cicinnurus_magnificus",602.32,6.40244773590005
"235",1.08925576197838,0.514133693434757,0.259797929277089,-0.41272380643363,0.0199513487675017,0.00342548657296879,"Coccothraustes_coccothraustes",648.39,6.47603346072049
"236",-1.3468415252347,0.329135570942416,-1.63094249646075,0.33536646149364,-0.888225832993107,-0.431366748191803,"Colluricincla_harmonica",893.12,6.79583999435364
"237",-2.69449452391377,-0.254245585817155,-0.270126826309481,0.0669236938113768,2.04809685536387,-0.0129959548514944,"Colluricincla_megarhyncha",511.64,6.23957384443994
"247",-1.62348963935785,0.299163778381134,-1.45867720148652,0.349658679876218,-0.446278847870419,-0.0275090272316274,"Conopophila_rufogularis",125.73,4.84205883909397
"253",0.978123633568071,0.546642957229746,0.163034571947151,-0.345495068746048,-0.0565161836164919,0.0181873860134591,"Contopus_sordidulus",208.66,5.34548717102443
"254",-0.00723492452559304,0.324601592111959,0.169395816999251,-0.262304598372244,0.686416546654372,0.183918469265598,"Contopus_virens",99.08,4.60596986615866
"256",-1.09373962912074,0.172236387853952,-1.36321464509146,0.139853852819125,-0.663368048922448,-1.08488125786044,"Corcorax_melanoramphos",2569.58,7.85188683336101
"257",-1.36703620137603,0.257164977438462,-1.028583576901,0.160756736597376,0.0516276071739161,0.726550526887507,"Corvinella_corvina",429.47,6.06487763502842
"259",0.704303188548238,-0.685542335198824,0.53801300856468,-1.30725307333713,1.30549381998265,-0.300382083340887,"Corvus_caurinus",13060.87,9.47745257787901
"260",3.6565049261075,-9.43690092141837,-2.89547179027348,-4.77994980780959,-0.161508771713198,-0.218983346292122,"Corvus_corax",110654.77,11.6141794905272
"261",4.56472524500911,-15.486029030889,-5.47735166484717,-9.74300185287573,-0.31616601589489,-0.195114587436537,"Corvus_corax",192517.91,12.1679496616516
"262",2.57572310571036,-3.92439965554919,-0.667865214128757,-0.185339933120249,-0.00756969396693524,0.000209955261794723,"Corvus_corone",35744.95,10.4841922549914
"266",0.384983305775437,-2.03443444188699,-1.85455055842917,-2.12087776858688,-0.660129041050453,0.587494058233093,"Corvus_cryptoleucus",34985.95,10.4627304138002
"267",1.34483411258997,-0.581817902809685,-0.2594365439791,-1.33139555216345,-0.128800399524124,-0.00204934424323746,"Corvus_frugilegus",15873.81,9.67248885518533
"268",1.45850030439585,-1.33888239656707,-0.582565686694107,-1.95253473387576,-0.148156165537578,0.000937894498049796,"Corvus_frugilegus",26119.2,10.1704642403289
"272",-0.525215325884486,-1.12449244458153,-0.636565206981308,-1.24184009479366,0.87534352644754,0.502994640922549,"Corvus_ossifragus",18220.26,9.81034432319784
"273",-0.459633261857624,-1.56129648730739,-0.823001259687919,-1.60021921295941,0.864175816279584,0.504718190196806,"Corvus_ossifragus",24131.55,10.0913168306154
"274",-0.46026586308186,-1.55708309792601,-0.821202907090546,-1.59676230637594,0.864283539438789,0.504701564928951,"Corvus_ossifragus",24074.53,10.0889512509619
"275",0.942671580755541,-3.79257542478059,-2.2127716698636,0.494893760123484,-1.00763956989808,0.938409859026204,"Corvus_ruficollis",33969.52,10.4332483686618
"279",-1.3163900657362,0.197794519943542,-1.75210953359468,0.226096635899184,-0.970757766638441,-0.322729039691868,"Cracticus_nigrogularis",2908.95,7.97589117788734
"280",-1.22691468792313,0.371193265984023,-1.65444324624877,0.344608969526086,-1.02591857694225,-0.544027510671497,"Cracticus_torquatus",759.64,6.63416018417183
"288",-1.52177610430604,0.222542886700338,-0.98258134416677,0.203868581390421,0.157946555009598,0.0566953481094738,"Crithagra_mozambica",76.63,4.35195395041759
"290",-1.39790639321402,0.241415504919609,-0.995890082070423,0.209923034145931,0.00965433694317612,-0.419646619783063,"Crithagra_sulphurata",93.56,4.54923455365779
"298",0.815540046395204,-0.18809466050108,-0.169231674875332,-0.869315478565642,0.0605944381212755,0.00302591825321156,"Cyanocitta_stelleri",9421.64,9.15087058308344
"303",-1.88839156730558,-1.21252191453413,-1.41247987431395,-0.816217761002624,0.6718753010388,-0.222568178356163,"Cyanocorax_cristatellus",17266.95,9.75660746114187
"307",-2.41859873220821,-0.204458423821389,-0.215592062352723,0.00293124494951991,1.96791154406969,0.435035631401432,"Cyanoloxia_cyanoides",689.44,6.53732907551849
"309",0.791366365451379,0.454319262445444,0.176194101305888,-0.371105320555765,0.12777157961643,0.0245445239751175,"Cyanopica_cyanus",748.91,6.61995319932978
"310",0.79404310514572,0.436491053816114,0.16858469177996,-0.385732606620202,0.127315768206023,0.024614870842451,"Cyanopica_cyanus",990.18,6.89889615254881
"321",-2.95305375823849,-0.713624403449693,1.19867902866568,-0.0337957331410691,-1.98741862495159,0.401281403887067,"Dicrurus_aldabranus",375.42,5.93070554126242
"323",-2.29214839475417,-0.0371096313454444,-0.996935606554705,0.233261887795925,0.701437221906946,-0.481164647443066,"Dicrurus_bracteatus",868.94,6.76842424375316
"334",-1.01539920857049,0.166679142419009,-0.473477554141703,-0.0693672129339441,0.607444064459593,0.707524815469085,"Dicrurus_macrocercus",1012.08,6.92075047447695
"338",-3.2863706641505,-0.903657701508228,1.42100598226733,-0.1104176516756,-1.40976899676448,0.194833819567056,"Dicrurus_waldenii",1040.91,6.94881084622216
"347",-1.44333151195922,0.256360067392042,-1.09987361368232,0.240487098017154,-0.0951692230412691,-0.311687403337741,"Dryoscopus_cubla",98.22,4.5973396068729
"349",0.400000958862569,0.364744878720795,0.164165641045767,-0.336034710036141,0.401851936939784,0.0574644361887828,"Dumetella_carolinensis",751.05,6.62280281110122
"350",0.400042340878816,0.364469257142533,0.16404800065313,-0.336260845805281,0.401844890159991,0.0574655237413801,"Dumetella_carolinensis",754.78,6.62775032853827
"352",-2.14644762972624,0.0052303867081428,-0.750212384969198,0.197481793111041,0.913111891789621,-0.400589001642193,"Dysithamnus_mentalis",137.67,4.93209700976577
"353",-2.31493310867033,0.0103880578064458,-0.966108210141443,0.278288817443638,0.719937561986857,-0.537722689309923,"Edolisoma_tenuirostre",136.18,4.92129393207118
"354",-2.22903385709224,-0.0277495100083558,-0.637570002140702,0.16089709964524,1.16672772878392,0.0140884664008457,"Elaenia_chiriquensis",120.89,4.80311899866775
"357",-1.63320974104124,0.00849252684287916,-0.19253719745402,-0.0140560681364029,1.34539027008377,-0.15315130336073,"Elaenia_frantzii",132.28,4.89245217841853
"365",-1.87747022457206,0.0834204658595902,-0.698149639879537,0.146239660854838,0.841698333239983,0.305502121562593,"Elminia_longicauda",41.33,3.74549605453283
"367",0.79741535426343,0.603073798858873,-0.263929387131724,-0.217940717981266,-0.502537779231993,0.305769137723296,"Emberiza_bruniceps",255.91,5.54872582901026
"369",0.591736129418441,0.482604592629385,-0.0398546442621015,-0.280647618628074,-0.0257688905411743,0.251533370921741,"Emberiza_calandra",493.6,6.20374935508732
"370",0.591037738554435,0.487256168594968,-0.0378692655177189,-0.276831198610018,-0.0256499643245493,0.251515016649355,"Emberiza_calandra",430.65,6.06761507468153
"371",0.62750262596638,0.470868365167862,-0.00479918636825685,-0.289797081612502,-0.0227235614355052,-0.0338705039213143,"Emberiza_cia",554.45,6.31977859602773
"372",0.38591063468996,0.444449597008472,-0.0699694379476916,-0.25134870022438,0.0805449376415929,0.24917923712183,"Emberiza_cirlus",445.62,6.10170812120674
"373",0.3857669625424,0.445406513748016,-0.0695610081662817,-0.250563590784605,0.0805694030030749,0.249175461302491,"Emberiza_cirlus",432.67,6.07228387620994
"374",1.33409636758991,0.552592299477149,0.415160788464051,-0.463042710173999,0.0452063873295554,-0.0506916013425926,"Emberiza_citrinella",449.67,6.11073536435715
"375",1.33402724963784,0.553052654016713,0.415357276304837,-0.462665008875945,0.0452181571521062,-0.0506934178178422,"Emberiza_citrinella",443.44,6.09681506271581
"376",-1.4123957981894,0.296269860196239,-1.26405893122456,0.283792575161749,-0.351509098957275,-0.347606465375425,"Emberiza_flaviventris",139.24,4.94335524061298
"381",0.390038354768883,0.474203094651592,-0.271342238572901,-0.206004345444276,-0.199395041048007,0.233283929037615,"Emberiza_melanocephala",638.02,6.45993575279227
"382",0.386064127996774,0.500673111210626,-0.260044345422579,-0.184286823937239,-0.198718285697421,0.233179483168604,"Emberiza_melanocephala",279.8,5.63764267215166
"384",2.12156453024302,0.672044794109135,0.795141542268838,-0.597910567495393,-0.0592499651230256,-0.583982051951796,"Emberiza_pusilla",73.73,4.3138816179422
"385",1.97027951134539,0.625364802211384,0.712767361092834,-0.589412263158742,-0.0389563926012177,-0.504454601033998,"Emberiza_rustica",447.96,6.1069337969141
"388",1.48135281757633,0.594684456348497,0.42021291484255,-0.466115578220871,-0.06877388598312,-0.128911127155136,"Emberiza_schoeniclus",327.11,5.79334891801524
"390",0.400760453193536,-1.34772532602639,-1.1959276714336,2.53346947964612,-0.838688857909968,1.3092032106181,"Emberiza_striolata",574.17,6.35466564927477
"394",1.42618711212156,0.539800772717355,0.589047330231822,-0.502938252484164,0.192395295706662,-0.345331401927794,"Empidonax_alnorum",307.08,5.73035948950665
"395",1.42459795394269,0.550385232468112,0.593564973620946,-0.494254153939505,0.192665907164475,-0.345373166280083,"Empidonax_alnorum",163.84,5.10497530647062
"396",1.42710827802209,0.533665421606594,0.586428648783909,-0.507972046830458,0.192238434010612,-0.345307192948664,"Empidonax_alnorum",390.11,5.9689888503428
"399",-0.357798991454787,0.422569824737779,-0.636158789415079,-0.00907782401440993,-0.177326452130473,0.386778365993893,"Empidonax_fulvifrons",159.2,5.07642303463426
"400",1.33230270148206,0.567657149526188,0.434674186037496,-0.443989452539121,0.0459817874813182,-0.215782828448196,"Empidonax_hammondii",161.75,5.09221528108868
"401",1.18814277327291,0.537248443769905,0.455741588215961,-0.430019760857853,0.174856107264573,-0.236005799378432,"Empidonax_minimus",53.23,3.99323426085297
"403",1.18845042027305,0.535199385763143,0.454867012321096,-0.431700925704567,0.17480371927431,-0.235997714168372,"Empidonax_minimus",80.96,4.4062313233707
"404",1.18941296818983,0.52878841307412,0.452130690480546,-0.436960855820001,0.174639810798466,-0.235972417636645,"Empidonax_minimus",167.72,5.12824053617052
"405",0.985990039810409,0.557752970834239,0.125707436179925,-0.327261222672093,-0.130145796694474,-0.129704295939273,"Empidonax_oberholseri",153.49,5.04012936932396
"406",0.509500595187045,0.455131328785431,0.0952124626551948,-0.285090505281407,0.194032881216173,0.0612053664966371,"Empidonax_traillii",167.63,5.12770696568209
"407",0.509645265828295,0.45416776165928,0.0948011943656515,-0.285881071080223,0.194008245825152,0.0612091685571917,"Empidonax_traillii",180.67,5.20219185445065
"408",-0.383314226538527,0.270174116695518,0.040478986172319,-0.197091310162162,0.793793127746277,0.354488668448431,"Empidonax_virescens",80.42,4.39962094307483
"409",-0.382912055469103,0.26749548875664,0.0393356981741639,-0.199289010331416,0.793724643626298,0.35449923782689,"Empidonax_virescens",116.67,4.76788409647584
"410",0.910037820347085,0.599878452722085,-0.150636255594647,-0.244483521627354,-0.460337804325091,-0.0854196093805839,"Empidonax_wrightii",190.38,5.25426098035112
"411",0.911296033339729,0.591498226665583,-0.154213091232462,-0.251359140281011,-0.460552060436727,-0.0853865425333825,"Empidonax_wrightii",303.79,5.71962301487533
"412",0.911878155160768,0.587621051273777,-0.155867941474205,-0.254540197601859,-0.460651187658114,-0.0853712439047549,"Empidonax_wrightii",356.26,5.87846380802074
"416",-1.39875868829335,0.285195414059144,-1.27570850812417,0.300376513773067,-0.423202962474002,-0.916631027327354,"Eopsaltria_australis",168.6,5.1334427233578
"418",1.72342990474805,0.628030180903562,0.530508104395726,-0.506824401377519,-0.112746635484549,-0.350076120182534,"Eremophila_alpestris",252.01,5.5334290136381
"421",-0.626372570407195,0.536470575973113,-1.39490941289029,0.213003434619425,-1.00711912619324,0.920812041960192,"Eremopterix_nigriceps",236.56,5.47042022314766
"422",1.80790626722509,-1.37852418702006,0.385803338006442,2.00243868895914,0.26721190866183,0.232607113693975,"Erithacus_rubecula",358.93,5.88590956809894
"423",1.81133143341166,-1.40133722987716,0.376066308939671,1.98372155866249,0.266628650665664,0.23269712981016,"Erithacus_rubecula",667.66,6.50527570971434
"424",-2.56561475692878,-0.129411102481236,-0.561885911616999,0.162697387314292,1.5256781138172,0.0227800937464862,"Eucometis_penicillata",179.99,5.19844178112078
"428",1.70784538696776,0.539814489757783,0.650315518168208,-0.583120459224941,0.0945954359878663,-0.442729829560817,"Euphagus_carolinus",912.41,6.81718484879695
"435",-1.1680634831171,0.377309156345389,-1.42316978869307,0.304716847173356,-0.760249787305243,-0.460524259919236,"Eurocephalus_anguitimens",257.34,5.55427654680387
"438",-1.27004468698885,0.305623631479931,-1.27500753954619,0.292324557167829,-0.53274481559993,-1.14024581527988,"Falcunculus_frontatus",219.91,5.39775537875409
"447",1.0883202257029,0.545320470323281,0.285232163422106,-0.393970705004153,0.042899725675928,0.0940927595287935,"Fringilla_coelebs",232.01,5.45108137109967
