"","PC1","PC2","PC3","PC4","PC5","PC6","Species","Outer_volume","log_Outer_volume"
"448",1.088434275871,0.544560848386408,0.284907942715319,-0.394593942459047,0.0428803045241106,0.09409575685874,"Fringilla_coelebs",242.29,5.49425414742403
"449",1.89405572166306,0.632400890163862,0.669871937235686,-0.561526146993656,-0.0458011684503557,-0.430191183155003,"Fringilla_montifringilla",285.27,5.65693542142336
"450",1.89888920772694,0.600207846463693,0.65613135014172,-0.587939168586451,-0.046624243665558,-0.430064155262222,"Fringilla_montifringilla",720.94,6.58194203294655
"451",-0.873801250986789,-0.34825860797347,1.7854307197048,-0.373481166588497,-2.69250330049857,0.373163111101282,"Fringilla_teydea",324.93,5.78668263438384
"452",-0.872753942050138,-0.355234124592232,1.78245344006271,-0.379204280960291,-2.69268164259308,0.373190635220635,"Fringilla_teydea",419.33,6.04104011705125
"458",1.14936858902933,0.264502981306212,0.176087892393818,-0.626062665339811,0.029031319648697,0.000541655048175138,"Garrulus_glandarius",4028.36,8.30136283339625
"459",1.12094968352331,0.453784807047268,0.256876880105663,-0.470764986841776,0.033870662610695,-0.000205216595572178,"Garrulus_glandarius",1466.8,7.29151996011096
"465",-0.502883016707564,0.230293642742302,0.0640903138744175,-0.199344542840871,0.919679557676657,0.360339863458548,"Geothlypis_formosa",156.09,5.05681888951185
"469",0.714099154690643,0.468578901756681,0.22434117758845,-0.341891800672819,0.224530689542537,0.00468384174213391,"Geothlypis_trichas",223.51,5.41392024962012
"475",-1.388062483329,-0.637176105925745,-0.333048488436109,-0.574836866178761,1.3659598165455,-0.644336570717815,"Grallaria_gigantea",8777.71,9.0800847510055
"485",-1.33408225750175,0.351331947881416,-1.67207644217273,0.351797973172541,-0.956839159620108,-0.37873042260002,"Grallina_cyanoleuca",790.51,6.67394251348004
"488",-1.30959808599694,0.309417730783412,-1.28458302293044,0.312999000346336,-0.534699650021012,-1.25105378536054,"Grantiella_picta",54.25,4.01186834039786
"492",-1.16278991272139,-0.450616911796932,-2.00543713201787,-0.317528676020527,-1.00344341140828,-0.451536316723541,"Gymnorhina_tibicen",11740.72,9.37090359031699
"495",-2.49675385768122,-0.140068285402316,-0.458420617839449,0.124060292158436,1.62338981833809,0.0178239491501766,"Habia_rubica",223.34,5.41316275821708
"497",1.06200320834625,-1.4736788467707,-0.00387065375768397,2.16938134820158,0.275438993394481,0.31024264043924,"Haemorhous_mexicanus",449.78,6.11097941560912
"498",1.05836159091653,-1.4494241478836,0.00648170079443889,2.18928129588588,0.276059110016324,0.310146935810676,"Haemorhous_mexicanus",121.54,4.80843750729751
"502",0.984488538869006,0.434093255294616,0.352616758105866,-0.450720005829315,0.233014384307204,-0.16659432227186,"Hesperiphona_vespertina",1006.79,6.91551509359358
"504",-0.581485266944597,0.230549595385247,-0.103801948344847,-0.154114728593867,0.740502670858395,0.251551275250598,"Heterophasia_capistrata",348.04,5.85518652881535
"506",1.06554265532338,0.543714898352449,0.280497790070489,-0.389108109390738,0.0526127596135973,0.107552936239026,"Hippolais_icterina",203.35,5.31983421001029
"507",1.06769496394319,0.529379620555418,0.274379228094155,-0.400869594434469,0.0522462514956428,0.107609500636849,"Hippolais_icterina",397.35,5.98733101582638
"511",0.378367663811112,0.462251611559553,-0.0744752952080182,-0.235210075976747,0.0705449484284184,0.271257769615751,"Hippolais_polyglotta",230.15,5.44306685043423
"513",-0.482071717820582,-1.559797994644,-1.38540443478124,2.72552274047813,-0.626279514795129,-0.710924063801734,"Hirundo_neoxena",497.97,6.21254597370374
"514",-1.25315969152654,-1.89913057793422,-0.549060892055659,2.523535360924,1.2051083395276,0.288085373806019,"Hirundo_nigrita",421.86,6.04704115499672
"517",1.81117606889324,-1.36699863523032,0.316725836592204,2.02408859949026,0.158444911115522,0.115954429420161,"Hirundo_rustica",380.59,5.94434673378003
"518",-0.0246349982618189,0.269282766699688,0.202182798760442,-0.304601808021601,0.76878288379768,0.146755299964845,"Hylocichla_mustelina",611.74,6.41794070240561
"520",-3.01546043875479,-0.391439227025892,0.184579557933307,-0.0219273633563098,2.93828773595358,0.340188041447742,"Hylophylax_naevioides",125.93,4.84363575340009
"525",-0.130863757898465,0.531490425364122,-1.13229260061357,0.0365857707548911,-0.948620776880487,1.04986326581316,"Hypocolius_ampelinus",1036.52,6.94458852902749
"527",-2.26979216066173,-0.299714136400767,-0.107624515208662,-0.1016965111046,2.02376532183827,-0.101933992559313,"Hypopyrrhus_pyrohypogaster",1797.5,7.49470826313568
"531",-4.01964496652311,-1.16810413536101,2.04172620436218,-0.199505404005172,0.000897448675988243,0.407425220102808,"Hypsipetes_crassirostris",517.05,6.25007176269776
"532",-4.02096497518076,-1.15931232426673,2.04547871211447,-0.192292097353094,0.00112222772688648,0.407390529215937,"Hypsipetes_crassirostris",398.07,5.9891368400988
"534",-3.52190884661844,-0.979937649144284,1.63894874702165,-0.109644188166297,-0.985638508376923,-0.224039389512478,"Hypsipetes_olivaceus",570.94,6.34903409077303
"542",1.30936428727047,0.599302985335787,0.253129120091597,-0.403328473654693,-0.170751427021527,0.00383059689631358,"Iduna_caligata",273.01,5.61316460207246
"543",1.30784014212516,0.609454431025252,0.257461945062261,-0.394999644709808,-0.170491886375936,0.00379054113872133,"Iduna_caligata",135.63,4.9172765423504
"545",0.354909669260047,0.551191663044802,-0.450707705640376,-0.129419250788456,-0.424772684138631,0.54503777895413,"Iduna_pallida",194.62,5.27617400186235
"546",0.354611119646856,0.553180128640256,-0.449858991708504,-0.127787799435225,-0.424721845306393,0.5450299328307,"Iduna_pallida",167.71,5.12818126461788
"547",0.515700080434721,0.618013353383027,-0.563317825484365,-0.110737057436351,-0.698314845133916,0.612135995405389,"Iduna_rama",175.27,5.17201691043186
"550",0.387901575124893,0.467149353321824,-0.210486402751938,-0.213363947036647,-0.124274527140779,0.147540713338891,"Irania_gutturalis",526.63,6.26839528048515
"551",0.386665439937164,0.47538253194113,-0.20697232968285,-0.206608974544006,-0.124064030571179,0.147508226714121,"Irania_gutturalis",415.21,6.03118994058103
"553",1.7281334579716,0.477334144274438,0.636662765338697,-0.642459833787659,0.110387064990927,-0.368776960984775,"Ixoreus_naevius",1776.37,7.48289002257523
"555",2.21557477158073,-1.33482155434044,0.620084128655111,1.92248060151263,0.255122116836069,-0.219576305649685,"Junco_hyemalis",226.64,5.42776543373492
"556",2.21624209819661,-1.33926622938936,0.618187059052655,1.91883393488695,0.255008480427332,-0.219558767770669,"Junco_hyemalis",286.79,5.66223104749797
"562",-1.32647993440858,0.409488283178322,-1.66683137096414,0.396673924687095,-0.989412434418305,-0.372044553850582,"Lalage_tricolor",104.59,4.65956366981842
"567",-1.10493742257319,0.389051973092525,-1.35536753295751,0.288696971936222,-0.716135694166697,-0.441708634999201,"Lanioturdus_torquatus",119.64,4.79281090425965
"570",-1.31619690600306,0.209382580257056,-0.970081015172927,0.149194637719884,0.0311809270101511,-0.241772028457494,"Lanius_collaris",693.38,6.54301936108804
"572",1.0656475337666,0.515334354208156,0.260431574319665,-0.409039876180603,0.04150640551189,0.080378528861421,"Lanius_collurio",588.7,6.37961393300646
"574",1.75867016915868,0.575468187584539,0.604814795480932,-0.564361550942229,-0.013104516474988,-0.418419884280173,"Lanius_cristatus",760.09,6.63475161630909
"575",0.866264585496477,0.522861141248655,-0.232619855431115,-0.339143591141316,-0.390295182186516,0.962844214165409,"Lanius_excubitor",1526.35,7.33128948655118
"576",-1.1174483097959,0.327388616229096,-1.14750171381834,0.16619900498656,-0.300453943014755,0.631293264531281,"Lanius_excubitoroides",589.16,6.38039368657605
"578",0.407544474221178,0.298014638727638,-0.252631879447392,-0.360076671566514,-0.0742078675174277,0.2766846657721,"Lanius_meridionalis",2757.53,7.92245320812915
"579",0.385271519262161,0.446361857039716,-0.189314540075907,-0.238364095489486,-0.0704150941539001,0.276099314641042,"Lanius_meridionalis",749.94,6.62132575509712
"580",0.838773351357543,0.510608562404021,-0.024627586934109,-0.325914948226502,-0.173902159586886,0.207225446143222,"Lanius_minor",805.82,6.69310059506383
"581",0.83429743697828,0.540420028767085,-0.0119035011416753,-0.301455909432467,-0.173139973838909,0.207107815521276,"Lanius_minor",402.38,5.999879045709
"582",0.836644562811308,0.524787186649869,-0.0185758875938051,-0.31428199075129,-0.173539656609189,0.207169499871809,"Lanius_minor",613.94,6.42152470207153
"583",0.254891348210108,0.48589630248889,-0.317301571486666,-0.164804227010822,-0.163838046542507,0.454077165906688,"Lanius_nubicus",305.13,5.72400984833617
"585",0.259857966765941,0.452816540574471,-0.331420626331745,-0.191944763142404,-0.164683792362943,0.4542076926282,"Lanius_nubicus",752.8,6.62512708083304
"586",-1.02394675647086,0.19409993073294,-0.423303911719865,-0.0483309417495535,0.657364994977963,0.680165377086668,"Lanius_schach",516.71,6.2494152399276
"587",0.360171969360721,0.473073132038604,-0.252055082245817,-0.206507104621818,-0.144814680077115,0.351469311615714,"Lanius_senator",550.83,6.31324002782979
"588",0.359129209117545,0.480018352451713,-0.249090733585221,-0.200808846996765,-0.144637112561617,0.351441907039676,"Lanius_senator",456.84,6.12651977810085
"589",0.363930854327106,0.448037382191118,-0.262740803808712,-0.227047871362366,-0.145454765723734,0.351568098129252,"Lanius_senator",889.64,6.79194030542045
"590",0.359677714984367,0.476365073409005,-0.250650020719808,-0.203806206896569,-0.144730515455182,0.351456322214049,"Lanius_senator",506.28,6.22906311939178
"603",2.29841597689726,-1.31676251078527,0.617810270607905,1.91429537063129,0.1925192132209,-0.215934836195475,"Leiothlypis_celata",253.15,5.53792464389291
"605",2.29872273634746,-1.31880565733727,0.616938217831381,1.9126190558815,0.192466976368006,-0.21592677431094,"Leiothlypis_celata",280.8,5.64119759946458
"609",0.904263302027536,0.462139397120937,0.462132057531399,-0.411187982743469,0.392660704131865,-0.279132466456668,"Leiothlypis_ruficapilla",114.97,4.75333153696861
"610",0.853850664294377,0.596748705883995,-0.183130765741808,-0.23133852412245,-0.460149312476852,-0.0174792862964717,"Leiothlypis_virginiae",176.27,5.17767399402569
"611",-1.36144049179106,0.0372702040586246,-0.037793931131551,-0.116472658212055,1.43173595374736,0.530774087825526,"Leiothrix_argentauris",351.99,5.86643972792014
"612",-0.976699234135553,0.0938294066718108,0.0956869290661705,-0.177651731070841,1.31362508666897,0.256046510849848,"Leiothrix_lutea",325.8,5.78934836298585
"613",-0.976410336628027,0.0919052281468896,0.0948656540462544,-0.17923043762001,1.31357589145561,0.256054103308195,"Leiothrix_lutea",351.84,5.86601469639057
"616",1.94876839394522,-1.40531464941905,0.458557267490276,1.98082124282518,0.200341020532828,-0.72119377996807,"Leucosticte_australis",593.56,6.38782163618542
"617",2.71919590580893,-1.26993032190535,0.746576188129439,1.82714319850299,0.0694493828674595,-0.321509815896097,"Leucosticte_tephrocotis",509.75,6.23588023369773
"618",2.71832843668016,-1.26415261380767,0.749042220917736,1.83188356198531,0.069597100752732,-0.321532613680972,"Leucosticte_tephrocotis",431.56,6.06972104507375
"621",-1.42349048361897,0.393222119824914,-1.66571354790739,0.402077399779746,-0.904653811812726,-0.208018077390165,"Lichmera_indistincta",70.52,4.26997713086526
"622",-0.79415121853699,0.137748325724119,-0.062923217127775,-0.188078301488402,0.99996682294924,0.504778886240825,"Limnothlypis_swainsonii",821.02,6.71176472566043
"623",0.864026350684124,0.513513385997085,0.162259246697549,-0.347178982996258,0.0426212997477361,0.145387475491187,"Linaria_cannabina",321.61,5.77644416335079
"625",0.864372162331957,0.511210135435572,0.161276176714031,-0.349068702010758,0.04256241285064,0.145396563698817,"Linaria_cannabina",352.78,5.86867525101536
"626",1.97570857548879,-1.32430409211588,0.218346283474766,2.05108017282417,-0.144624242774487,-0.435011712251517,"Linaria_flavirostris",434.1,6.07557588972663
"627",1.97323497378842,-1.30782886769513,0.225378214290454,2.06459739295484,-0.144203022929234,-0.435076720489345,"Linaria_flavirostris",211.14,5.35724643407732
"629",1.0870146694104,0.559514979493046,0.245197858734503,-0.380558962197757,-0.0106329558912403,0.151554377182013,"Locustella_fluviatilis",183.66,5.21851629634448
"630",1.0912792359587,0.531111178295102,0.233074590496962,-0.403863071661467,-0.011359152053408,0.151666453413348,"Locustella_fluviatilis",568.05,6.3439683037279
"631",0.829787664529677,0.561460678880901,0.00432434009709776,-0.291004618847191,-0.149924313029705,0.336309020450135,"Locustella_luscinioides",133.65,4.90267881925761
"632",0.833370703662948,0.537596136008069,-0.00586148864453517,-0.310584460134424,-0.150534454585244,0.336403185594057,"Locustella_luscinioides",456.61,6.12601729297366
"633",1.08405157316145,0.549095523722853,0.249181526758306,-0.384929899557135,-0.00488178103142774,0.0750816622043452,"Locustella_naevia",265.87,5.58676164844438
"634",1.08432937629464,0.547245238382453,0.248391790717649,-0.386447979894738,-0.00492908702768332,0.0750889630936312,"Locustella_naevia",290.91,5.67644553558091
"635",1.08446372916777,0.546350391917906,0.248009853678817,-0.387182163316798,-0.00495196544679895,0.0750924939949592,"Locustella_naevia",303.02,5.71709348871587
"638",-1.61858507163681,0.125750845025005,-1.14360598843759,0.215551570491332,-0.0248777360243963,-0.897175283471319,"Lophorina_paradisea",1101.84,7.00564394980125
"639",-4.23685393421467,-1.41301203229922,2.83582971517779,-0.387334074534624,1.22315569861919,-0.334001778539489,"Lophorina_superba",468.7,6.15209419303295
"640",-2.35885105921807,-0.0996995818558475,-0.676721176669117,0.160926441180677,1.20018663764813,-0.366728815912823,"Lophorina_victoriae",602.03,6.40196694673341
"641",1.36334540739815,0.540318347318744,0.463847536839207,-0.482548855665531,0.0900807697172505,-0.128913059072756,"Loxia_curvirostra",524.83,6.26497796658295
"642",1.36095301651786,0.556252673628805,0.470648602326715,-0.46947541940352,0.0904881604933109,-0.128975933025057,"Loxia_curvirostra",309.19,5.73718501295653
"643",1.69550968687537,0.588613479072207,0.628983270681347,-0.541107031701051,0.0524037192876985,-0.365213172496636,"Loxia_leucoptera",374.76,5.92895064171874
"644",1.6941171210096,0.597888551593256,0.632942043357994,-0.533497229625334,0.0526408538184493,-0.365249770245166,"Loxia_leucoptera",249.24,5.52242045735695
"646",1.41490455320358,0.541565252740085,0.482942174284754,-0.504808227453317,0.0967560111255497,0.0097268893244121,"Loxia_pytyopsittacus",647.18,6.47416843555695
"647",1.41232544400333,0.558743201345631,0.490274040793199,-0.490714452050657,0.0971951974254511,0.00965910826481484,"Loxia_pytyopsittacus",414.71,6.02998790177873
"648",-0.629770055282718,-0.622320514225614,3.19006902941244,-0.807005315957106,-0.887578916253895,0.209332030496959,"Loxia_scotica",469.52,6.15383846609224
"650",-2.64701577046234,-0.859691548423735,2.16536046433427,-0.358224279534126,-0.808667228118479,0.742763487356172,"Loxops_caeruleirostris",496.51,6.20961565689915
"652",1.24184124955575,0.543105331752902,0.300888651677614,-0.437657325703217,-0.0317224949537417,0.041421689697788,"Luscinia_luscinia",636.34,6.45730326513957
"657",-2.54213605255234,-0.15318061995034,-0.401548758244428,0.113156667356982,1.74435287991286,0.154234470668537,"Manacus_manacus",139.89,4.94797944406519
"658",-1.28369130931826,0.315495176569424,-1.77451296319003,0.315475563495396,-1.08902499591844,-0.307356727426784,"Manorina_flavigula",1659.22,7.41470540268973
"659",-1.33287418442076,0.250947573560613,-1.42891481332326,0.263902296426835,-0.625657165007655,-0.795263297212674,"Manorina_melanocephala",1213.99,7.1024911252881
"660",-1.43380977699496,0.209971498461422,-1.00227661055557,0.238771915682132,-0.0444817742945944,-1.30595667708639,"Manorina_melanophrys",115.15,4.75488245921642
"675",0.642864538408735,0.571893354991056,-0.323915575871091,-0.198548090039443,-0.460269196283439,0.393748389050254,"Melanocorypha_bimaculata",377.91,5.9372987098642
"678",-1.29435798426289,0.417839533019828,-1.68351680630615,0.397699961893185,-1.03753638347449,-0.399303444993473,"Melanodryas_cucullata",132.5,4.8941014778403
"679",-2.77935828707537,-0.845427894457189,1.77397657344221,-0.141998493166137,-1.48783922291272,-1.79933019909131,"Melanodryas_vittata",228.85,5.43742692225224
"684",-1.51520801637673,0.23577792128647,-1.2082857605992,0.280676988634446,-0.229201531829208,-0.828089703998605,"Meliphaga_lewinii",274.56,5.618805390725
"688",-1.200214746386,0.366174806193898,-1.40330918182732,0.328474138889213,-0.760079013675535,-0.984611901898724,"Melithreptus_brevirostris",86.36,4.47003751199659
"689",-1.35276696841591,0.303288934245356,-1.27438375799714,0.305452950030319,-0.46593770507777,-0.980023986023115,"Melithreptus_lunatus",59.99,4.11070991630837
"692",1.20462053309322,0.498086868671615,0.512401549778182,-0.470080547060183,0.256120806483389,-0.291274750443242,"Melospiza_georgiana",399.2,5.99196442214963
"693",1.46768962444071,0.553765392825066,0.595810434216912,-0.501390654846652,0.163383483678549,-0.392444387090396,"Melospiza_lincolnii",225.43,5.42243584638443
"695",0.951698656311786,0.440649624186341,0.319985047077765,-0.434999059165549,0.211088341239114,-0.121076736960583,"Melospiza_melodia",936.84,6.84357935876357
"696",0.309884087895699,0.563713355295352,-0.81454792514229,-0.0720194674571017,-0.86413365466974,0.621342682997912,"Melozone_aberti",918.28,6.82359075494938
"704",-1.33775606434366,0.390717469243923,-1.58642200569343,0.381247332874583,-0.878843660709832,-0.479711918807798,"Microeca_fascinans",48.13,3.89446984618056
"710",-1.95738644990772,-0.447869446382836,1.03053103495091,-0.0750278365686372,-2.95415498248339,0.400464476926386,"Mimus_parvulus",476.61,6.16879449988265
"716",-3.08759462512196,-0.975766844064877,1.9440529310628,-0.188073603013421,-0.994764234394707,-1.6615610150085,"Mohoua_albicilla",496.9,6.21039925364814
"717",-3.90325443385936,-1.31986946543577,2.6679727937003,-0.301066524960586,0.587371565274796,-2.04380052331505,"Mohoua_novaeseelandiae",233.26,5.45643160964173
"721",0.755606873561894,-1.55991656633884,0.00747103010697884,2.18919554112503,0.511096691635563,0.178896739635713,"Monticola_solitarius",540.51,6.29436153349121
"724",-0.886776518009931,-1.75515666271632,-0.850734547424403,2.57931486752713,0.499169943900528,0.13339782371738,"Motacilla_aguimp",504.48,6.22550847289048
"728",-1.21903157249881,0.320727883070217,-1.23614177802138,0.262591344175788,-0.475634233216702,-0.66048831286164,"Motacilla_capensis",225.63,5.42331873171084
"729",2.2032862137969,-1.3224923254345,0.543806188711702,1.93866086946173,0.167879333787949,-0.110257390328029,"Motacilla_cinerea",282.61,5.64760005496721
"730",1.66928277641993,0.624535653769304,0.486589739318564,-0.492082319115992,-0.130646828655973,-0.307556842037273,"Motacilla_citreola",271.03,5.6059123543317
"731",1.39697605979524,0.596045253049033,0.3811771699012,-0.441663067525308,-0.0611585453320153,-0.0419891661342954,"Motacilla_flava",202.61,5.31620639938378
"734",-0.600376703500553,-1.67034223345126,-0.835827096026274,2.58571686277745,0.261636387356254,-0.229714837551317,"Muscicapa_adusta",153,5.03695260241363
"736",-2.01631292420336,0.0225810756868869,-0.634069926586967,0.135689257346419,1.02819701769921,0.153525022554956,"Muscicapa_cassini",156.1,5.05688254526158
"738",-2.01043258792165,-0.0187161633679429,-0.528723902170191,0.0871023297589416,1.1883829504393,0.190747452528925,"Muscicapa_sethsmithi",394.78,5.98085850132076
"740",1.11290205410781,0.548456996902236,0.24586571356722,-0.391352802470066,-0.0293522622883964,0.0388086384218722,"Muscicapa_striata",353.31,5.87017223614148
"745",-2.58610158434741,-0.969091277272152,2.59231336923037,-0.480348448310491,-0.290089352790701,0.14092883957537,"Myadestes_obscurus",646.92,6.47376723194073
"746",-2.56324850455473,-1.12130237020282,2.52734685663341,-0.605231168990284,-0.293980913316537,0.141529436852624,"Myadestes_obscurus",2706.8,7.90389177606101
"748",-1.63591949645865,-2.74011631827192,2.33515844006428,1.99934826017141,-0.722279266387715,0.598867710876099,"Myadestes_palmeri",660,6.49375383985169
"749",2.1496820284739,-1.39892078190213,0.423918583537194,1.90293446495147,0.0934469451510512,-0.102551057131657,"Myadestes_townsendi",1368.95,7.2225295218058
"751",-1.16409810991876,0.120756183327008,-0.166124782410953,-0.0780224391324013,1.07766313177667,0.304302364869351,"Myioborus_miniatus",190.11,5.25284917850089
"752",0.634073990573555,-1.42622835899404,-0.593515290162043,2.37881387508054,-0.233240756611999,0.534146442952874,"Myioborus_pictus",320.32,5.77243751130561
"757",-2.08597183229771,0.0488510672999518,-0.864464374400829,0.22358087119076,0.714210263798673,-0.300466432980097,"Myiophobus_fasciatus",125.36,4.83913497593388
"770",-4.87334144328465,-1.42607951099276,2.37182592895805,-0.179544476678592,1.02934476304901,-0.175077412144053,"Myzomela_cardinalis",113.18,4.73777615053611
"777",-1.48652742682578,0.275992457120675,-1.25882941165662,0.307968319857764,-0.329239625995194,-0.764907607433976,"Myzomela_sanguinolenta",30.2,3.44041809481544
"781",-2.7441877442714,-0.848155250904799,1.74569001329387,-0.151265905249167,-1.54284300092602,-1.79553246803043,"Nesoptilotis_flavicollis",438.53,6.08570597418133
"789",-1.09382546228764,0.331798982173156,-0.969671373158847,0.154826977632195,-0.109682496391101,0.42369980627422,"Nilaus_afer",62.32,4.14820123501281
"792",1.80308158112665,0.29621273961874,0.509173761611992,-0.797513896532546,0.0101266408997824,-0.399977686761427,"Nucifraga_caryocatactes",4488.29,8.40944983905662
"793",1.01954737164237,0.101895944662168,-0.0721694916143594,-0.689244629627194,-0.129201841695898,-0.167073294473399,"Nucifraga_columbiana",6220.54,8.73577274351271
"802",0.376682583693022,0.512414960281815,-0.294731617587378,-0.171416363834877,-0.238714047720592,0.294905508497276,"Oenanthe_hispanica",224.77,5.41951678194988
"814",-1.19801418285167,0.380686854213708,-1.75752407756467,0.350021574387122,-1.17059459117685,-0.439448387740251,"Oreoica_gutturalis",1037.09,6.94513776516947
"815",-2.52179441698099,-0.844006897809324,2.21790866987446,-0.379595727422201,-0.83720822614649,0.618301424798692,"Oreomystis_bairdi",485.42,6.18707244822767
"816",-2.52399554084785,-0.829346490000401,2.22416600335954,-0.367567487047582,-0.836833405473282,0.618243577497001,"Oreomystis_bairdi",287.02,5.66302992216924
"825",-1.39249738623221,0.25449653238896,-1.10049871772616,0.221467298651273,-0.118321339670907,-0.243900335183467,"Oriolus_larvatus",287.16,5.66351588142765
"826",0.979155841408095,0.526160299581389,0.1685167546583,-0.367876994121426,-0.0285031286521233,0.111804905404426,"Oriolus_oriolus",470.27,6.15543117817996
"827",0.981246243419152,0.512237345753983,0.162574180186234,-0.37930018490462,-0.0288590949386438,0.111859842846889,"Oriolus_oriolus",658.69,6.4917700277086
"838",-1.31931518669798,0.287219586156246,-1.31956829517324,0.290253223661524,-0.53890530315013,-1.0324301297876,"Pachycephala_pectoralis",452.66,6.11734801879823
"839",-1.32722371211672,0.404856361599369,-1.66088051786213,0.392615992545149,-0.97887364711193,-0.37556385028933,"Pachycephala_rufiventris",140.8,4.95441761409803
"840",-1.3270091469172,0.403427267410737,-1.661490481721,0.39144348161347,-0.978910184570699,-0.375558211343692,"Pachycephala_rufiventris",160.14,5.08227355234905
"845",1.06743837622927,0.586202400746354,-0.0820748532932206,-0.311260044408434,-0.448813523974317,0.00274650853144052,"Panurus_biarmicus",643.41,6.46833516949402
"848",-4.45326478958869,-1.44535572766057,2.45988323568988,-0.343763434613926,0.948041823861298,0.265075462042381,"Paradisaea_minor",1433.77,7.26875983660207
"849",-4.54183508917025,-1.47567555275463,2.54648380025429,-0.342412884558721,1.10879630676772,0.0492920558489556,"Paradisaea_raggiana",1246.39,7.12880864738521
"854",0.450431251341439,-1.7031246528733,0.163286581629285,2.12968314665879,0.998787372591926,0.386886616813203,"Parkesia_motacilla",1030.84,6.93909889526207
"858",-2.48026515216327,-0.81884970101781,2.20326446156392,-0.36515170998777,-0.903276165296764,0.542333132251476,"Paroreomyza_montana",318.77,5.76760198736916
"859",-2.48069627954969,-0.815978211867332,2.20449006629794,-0.36279577540633,-0.903202750320147,0.542321801877768,"Paroreomyza_montana",279.91,5.63803433333414
"862",0.0431310250760262,0.314233762216764,0.186615717944534,-0.284781028737201,0.681189474745179,0.145181730981519,"Passerculus_henslowii",308.01,5.73337363883364
"865",1.57981187261385,0.583254111839848,0.597901521672032,-0.510088730049524,0.0846075500636349,-0.362761295077732,"Passerculus_sandwichensis",194.6,5.27607175760072
"866",2.17776494899838,0.653873374099684,0.795858314060822,-0.625903215982681,-0.0858699123146997,-0.63878200375898,"Passerella_arborea",432.02,6.07078391631224
"867",2.00170369888564,0.398902702186517,0.605393360302904,-0.772664777289847,-0.0583174739580811,-0.517694589660149,"Passerella_iliaca",3529.87,8.16929957848484
"868",1.97636570113077,0.567664390586152,0.677423973474398,-0.634202997743585,-0.0540027665855469,-0.518360492575672,"Passerella_iliaca",1246.01,7.12850396489407
"870",1.96796792542623,0.623597097677313,0.701297088435048,-0.588312593161103,-0.0525727425917092,-0.518581192860662,"Passerella_iliaca",489.07,6.19454823804442
"871",0.86029702525551,0.54087111401698,0.0327966922148678,-0.29962974204867,-0.157886102210392,-0.0628506280757255,"Passerina_amoena",268.53,5.59667970140792
"875",-0.495167850853183,0.331485036813822,-0.351607408877301,-0.0858321967364186,0.34364918366645,0.590351639921512,"Passerina_ciris",155.35,5.05209708390385
"876",-0.495116040125067,0.33113995564211,-0.351754695910443,-0.0861153211444301,0.343640361022579,0.590353001549026,"Passerina_ciris",160.02,5.08152858087183
"877",0.0794836723476618,0.367992541581894,0.0408663470346894,-0.238984858636009,0.44751068503383,0.219095992716472,"Passerina_cyanea",182.66,5.21308622218538
"879",-0.225833880984657,0.51172559321596,-0.857269521530111,0.0401652619559703,-0.572017587777759,0.600703363540368,"Passerina_versicolor",127.25,4.85398148405088
"881",-1.43732000831588,0.164219846234648,-0.534276824480153,0.0476971862778151,0.790736912734284,0.808693507036995,"Pericrocotus_cinnamomeus",37.58,3.65273400747758
"884",1.63220416440638,0.529404643343376,0.613893998354632,-0.568280656023437,0.102086434017408,-0.411964344963953,"Perisoreus_canadensis",929.36,6.83557160801887
"885",1.86372213027548,0.426562881076619,0.56539647162135,-0.712095496185998,-0.0350626242317456,-0.418842911333078,"Perisoreus_infaustus",2944.87,7.98815946841824
"887",-3.91758071460087,-1.37485212741899,2.65887543513115,-0.342109650322274,0.619141534217067,-2.02912097668398,"Petroica_australis",878.99,6.77991054377132
"888",-1.25368468883078,0.430279882351647,-1.68617331022333,0.399430635929716,-1.07760910860936,-0.450734540295355,"Petroica_goodenovii",90.73,4.51884947952156
"889",-3.42879147850979,-1.09642896631654,2.15274811957869,-0.202463632058632,-0.475083214635341,-1.89783973794777,"Petroica_macrocephala",338.03,5.82608859904017
"891",-1.34704616605171,0.169882677055983,-0.852087073938068,0.183948102957341,0.0851669502326324,-1.67231412606812,"Petroica_phoenicea",325.74,5.78916474759836
"897",0.0942014815848059,0.496714463955959,-0.590277079720251,-0.0832294719897075,-0.422998222485478,0.472473273854013,"Peucaea_cassinii",458.84,6.13087860289066
"906",0.15974376373975,0.590683205462005,-0.836700625190933,-0.00292233637793565,-0.825284989788808,0.567605736688609,"Phainopepla_nitens",212.62,5.36419873566155
"909",0.780683952301814,0.433464757094639,0.341323795265396,-0.39884623290829,0.350686693325273,-0.0527367745063073,"Pheucticus_ludovicianus",500.56,6.21772324132234
"910",0.78050133890036,0.434681038911851,0.341842926864007,-0.39784832546592,0.350717789838786,-0.0527415737330504,"Pheucticus_ludovicianus",484.1,6.18435505525117
"912",0.618421801352427,0.504767766987892,-0.140399628846857,-0.251514913706063,-0.198978481571856,0.0957805220369004,"Pheucticus_melanocephalus",527.24,6.26955072588632
"916",-1.42619201000473,0.267696693710081,-1.40143003656015,0.295143822488117,-0.534275951100177,-0.680795489863839,"Philemon_corniculatus",709.65,6.56618004418502
"920",1.62968139050615,-1.38038794972089,0.0770046399725012,2.09936652261745,-0.0532930701528987,-0.0936621875830333,"Phoenicurus_ochruros",605.94,6.40842993938635
