"","HBW_names","Tree_names","HBW_species_common_name","HBW_family","HBW_family_common_name","Data_source","Literature_Museum","Outer_volume..cm3","Inner_volume..cm3","Outer_volume_full..cm3","External_diameter..cm","Thickness..cm","External_height..cm","Internal_diameter..cm","Internal_height..cm","Body_mass..g","Migration_status","Migration_coded","Clutch_size","Nestling_period..days","Nest_builder_identity","Loc_vegetation","Loc_ground","Loc_rock","Loc_cavity_obligatory","Mean_nest_height..m","Range_midpoint_latitude","N_S","Insularity","Insularity_2","Mean_temperature","Mean_rainfall"
"612","Leiothrix_lutea","Leiothrix_lutea","Red-billed Leiothrix","Leiotrichidae","Laughingthrushes and allies","BNA","L","325.8","83.53","409.33","9.8000000000000007","2.0699999999999998","8.14","5.66","4.9800000000000004",21.39,"Altitudinal Migrant",1,3.5,"9.5","Mainly Female",1,0,0,0,"2.5499999999999998",28.92,"N",0,0,17.3,135.77
"613","Leiothrix_lutea","Leiothrix_lutea","Red-billed Leiothrix","Leiotrichidae","Laughingthrushes and allies","Tring","M","351.84","79.260000000000005","431.1","11.2","2.72","6.51","5.75","4.57",21.39,"Altitudinal Migrant",1,3.5,"9.5","Mainly Female",1,0,0,0,"2.5499999999999998",28.92,"N",0,0,17.3,135.77
"614","Lessonia_rufa","Lessonia_rufa","Austral Negrito","Tyrannidae","Tyrant-flycatchers","HBW","L","NA","52.36","NA","9","2","NA","5","4",13.4,"Full Migrant",1,3,"NA","Excl_Female Care",0,1,1,0,"0",-44.72,"S",0,0,10.94,46.29
"615","Leucosticte_atrata","Leucosticte_atrata","Black Rosy-finch","Fringillidae","Finches","BNA","L","NA","72.63","NA","12.5","2.85","NA","6.8","3",25.24,"Full Migrant",1,4.5,"20","Female",0,1,1,0,"0",44.88,"N",0,0,4.43,38.97
"616","Leucosticte_australis","Leucosticte_australis","Brown-capped Rosy-finch","Fringillidae","Finches","BNA","L","593.55999999999995","82.09","675.64","13.25","3.48","7.35","6.3","3.95",26.6,"Full Migrant",1,4,"18.5","Mainly Female",0,1,1,0,"0",39,"N",0,0,1.38,49.31
"617","Leucosticte_tephrocotis","Leucosticte_tephrocotis","Grey-crowned Rosy-Finch","Fringillidae","Finches","Tring","M","509.75","118.28","628.04","14.92","3.49","6.2","7.73","3.82",37.8,"Full Migrant",1,3.5,"18.5","Female",0,1,1,0,"0",63.09,"N",0,0,-0.71,31.1
"618","Leucosticte_tephrocotis","Leucosticte_tephrocotis","Grey-crowned Rosy-Finch","Fringillidae","Finches","BNA","L","431.56","110.61","542.16999999999996","11.75","2.63","7.5","6.5","5",37.8,"Full Migrant",1,3.5,"18.5","Female",0,1,1,0,"0",63.09,"N",0,0,-0.71,31.1
"619","Lichenostomus_cratitius","Lichenostomus_cratitius","Purple-gaped Honeyeater","Meliphagidae","Honeyeaters","HBW","L","204.58","88.29","292.87","7.95","1.1000000000000001","8.85","5.75","5.0999999999999996",20.34,"Not a Migrant",0,2,"NA","Female",1,0,0,0,"1.75",-34.8,"S",0,0,16.99,30.3
"620","Lichmera_incana","Lichmera_incana","Grey-eared Honeyeater","Meliphagidae","Honeyeaters","HBW","L","NA","NA","NA","5.5","0.38","NA","4.75","NA",13.1,"Not a Migrant",0,2,"12","Both",1,0,0,0,"7",-21.75,"S",1,1,22.57,159.75
"621","Lichmera_indistincta","Lichmera_indistincta","Brown Honeyeater","Meliphagidae","Honeyeaters","HBW","L","70.52","35.47","105.99","6.3","1.03","5.0999999999999996","4.25","3.75",11.18,"Nomadic",0,1.94,"15","Mainly Female",1,0,0,0,"3.52",-23.75,"S",0,0,24.97,38.15
"622","Limnothlypis_swainsonii","Limnothlypis_swainsonii","Swainson's Warbler","Parulidae","New World warblers","BNA","L","821.02","79.52","900.54","14.02","4.04","8.75","5.95","4.29",18.9,"Full Migrant",1,3,"11","Female",1,0,0,0,"1.85",33.4,"N",0,0,18.72,117.7
"623","Linaria_cannabina","Carduelis_cannabina","Common Linnet","Fringillidae","Finches","Tring","M","321.61","56.85","378.45","11.45","2.96","5.51","5.53","3.49",19.53,"Full Migrant",1,5,"12","Female",1,1,0,0,"1.5",50.77,"N",0,0,9.27,50.14
"624","Linaria_cannabina","Carduelis_cannabina","Common Linnet","Fringillidae","Finches","BWP","L","NA","NA","NA","11.2","NA","NA","NA","NA",19.53,"Full Migrant",1,5,"12","Female",1,1,0,0,"1.5",50.77,"N",0,0,9.27,50.14
"625","Linaria_cannabina","Carduelis_cannabina","Common Linnet","Fringillidae","Finches","BWP","L","352.78","65.97","418.76","9.6999999999999993","1.85","8.5","6","3.5",19.53,"Full Migrant",1,5,"12","Female",1,1,0,0,"1.5",50.77,"N",0,0,9.27,50.14
"626","Linaria_flavirostris","Carduelis_flavirostris","Twite","Fringillidae","Finches","Tring","M","434.1","53.12","487.22","12.91","3.72","5.54","5.47","3.4",15.4,"Full Migrant",1,4.5,"12.5","Female",1,1,1,0,"1.5",40.29,"N",0,0,4.08,31.65
"627","Linaria_flavirostris","Carduelis_flavirostris","Twite","Fringillidae","Finches","BWP","L","211.14","25.13","236.27","9.5","2.75","5","4","3",15.4,"Full Migrant",1,4.5,"12.5","Female",1,1,1,0,"1.5",40.29,"N",0,0,4.08,31.65
"628","Liocichla_phoenicea","Liocichla_phoenicea","Red-faced Liocichla","Leiotrichidae","Laughingthrushes and allies","Tring","M","521.98","130.94","652.91999999999996","12.46","2.71","8.01","7.03","5.05",49,"Not a Migrant",0,3,"NA","NA",1,0,0,0,"1.8",26.3,"N",0,0,17.51,183.21
"629","Locustella_fluviatilis","Locustella_fluviatilis","River Warbler","Locustellidae","Grasshopper-warblers and grassbirds","Tring","M","183.66","50.19","233.84","8.81","1.92","5.75","4.9800000000000004","3.87",16.1,"Full Migrant",1,5,"15","Mainly Female",1,1,0,0,"0.15",55.34,"N",0,0,8.06,44.45
"630","Locustella_fluviatilis","Locustella_fluviatilis","River Warbler","Locustellidae","Grasshopper-warblers and grassbirds","BWP","L","568.04999999999995","119.46","687.51","12.25","2.88","8.75","6.5","5.4",16.1,"Full Migrant",1,5,"15","Mainly Female",1,1,0,0,"0.15",55.34,"N",0,0,8.06,44.45
"631","Locustella_luscinioides","Locustella_luscinioides","Savi's Warbler","Locustellidae","Grasshopper-warblers and grassbirds","Tring","M","133.65","81.11","214.76","8.65","1.19","5.49","6.27","3.94",13.89,"Full Migrant",1,4.5,"13","Mainly Female",1,0,0,0,"0.25",50.99,"N",0,0,11.27,40.85
"632","Locustella_luscinioides","Locustella_luscinioides","Savi's Warbler","Locustellidae","Grasshopper-warblers and grassbirds","BWP","L","456.61","93.59","550.20000000000005","10.199999999999999","2.2999999999999998","10.1","5.6","5.7",13.89,"Full Migrant",1,4.5,"13","Mainly Female",1,0,0,0,"0.25",50.99,"N",0,0,11.27,40.85
"633","Locustella_naevia","Locustella_naevia","Common Grasshopper-warbler","Locustellidae","Grasshopper-warblers and grassbirds","BWP","L","265.87","64.92","330.78","9.5","1.88","7","5.75","3.75",13.3,"Full Migrant",1,5.5,"11","Both",1,1,0,0,"0.45",53.8,"N",0,0,7.61,45.02
"634","Locustella_naevia","Locustella_naevia","Common Grasshopper-warbler","Locustellidae","Grasshopper-warblers and grassbirds","Tring","M","290.91000000000003","52.21","343.11","10.42","2.67","5.85","5.0999999999999996","3.72",13.3,"Full Migrant",1,5.5,"11","Both",1,1,0,0,"0.45",53.8,"N",0,0,7.61,45.02
"635","Locustella_naevia","Locustella_naevia","Common Grasshopper-warbler","Locustellidae","Grasshopper-warblers and grassbirds","BWP","L","303.02","69.459999999999994","372.48","9.5500000000000007","2.23","7.8","5.0999999999999996","5.0999999999999996",13.3,"Full Migrant",1,5.5,"11","Both",1,1,0,0,"0.45",53.8,"N",0,0,7.61,45.02
"636","Lophophanes_cristatus","Parus_cristatus","Crested Tit","Paridae","Tits and chickadees","BWP","L","NA","56.55","NA","NA","NA","NA","6","3",11.04,"Nomadic",0,8,"19","Mainly Female",0,0,0,1,"6.5",56.35,"N",0,0,7.58,52.58
"637","Lophophanes_cristatus","Parus_cristatus","Crested Tit","Paridae","Tits and chickadees","Tring","M","NA","78.73","NA","NA","NA","NA","5.23","5.05",11.04,"Nomadic",0,8,"19","Mainly Female",0,0,0,1,"6.5",56.35,"N",0,0,7.58,52.58
"638","Lophorina_paradisea","Ptiloris_paradiseus","Paradise Riflebird","Paradisaeidae","Birds-of-paradise","Tring","M","1101.8399999999999","311.8","1413.64","17.23","4.01","9.09","9.2200000000000006","7.01",119.49,"Not a Migrant",0,2,"21","Excl_Female Care",1,0,0,0,"22.5",-29.32,"S",0,0,19.17,84.98
"639","Lophorina_superba","Lophorina_superba","Superb Bird-of-paradise","Paradisaeidae","Birds-of-paradise","Tring","M","468.7","122.62","591.32000000000005","11.98","2.88","7.97","6.23","6.1",76.66,"Not a Migrant",0,1.5,"18","Excl_Female Care",1,0,0,0,"1.5",-6.29,"S",1,0,19.35,254.12
"640","Lophorina_victoriae","Ptiloris_victoriae","Victoria's Riflebird","Paradisaeidae","Birds-of-paradise","Tring","M","602.03","288.93","890.97","16.16","3.05","6.5","10.07","5.44",95.02,"Not a Migrant",0,2,"14","Excl_Female Care",1,0,0,0,"10.75",-17.61,"S",0,0,22.81,151.66
"641","Loxia_curvirostra","Loxia_curvirostra","Red Crossbill","Fringillidae","Finches","BWP","L","524.83000000000004","91.67","616.49","12.7","3","7.3","6.7","3.9",38.29,"Not a Migrant",0,3.5,"22.5","Female",1,0,0,0,"19",57.57,"N",0,0,4.31,46.32
"642","Loxia_curvirostra","Loxia_curvirostra","Red Crossbill","Fringillidae","Finches","BNA","L","309.19","50.89","360.08","11.5","2.75","5.2","6","2.7",38.29,"Not a Migrant",0,3.5,"22.5","Female",1,0,0,0,"19",57.57,"N",0,0,4.31,46.32
"643","Loxia_leucoptera","Loxia_leucoptera","Two-barred Crossbill","Fringillidae","Finches","BWP","L","374.76","58.19","432.95","10.5","2.1","7.5","6.3","2.8",28.69,"Not a Migrant",0,3.5,"23","Female",1,0,0,0,"11",60.05,"N",0,0,0.91,40.59
"644","Loxia_leucoptera","Loxia_leucoptera","Two-barred Crossbill","Fringillidae","Finches","BNA","L","249.24","64.92","314.16000000000003","10","2.13","6","5.75","3.75",28.69,"Not a Migrant",0,3.5,"23","Female",1,0,0,0,"11",60.05,"N",0,0,0.91,40.59
"645","Loxia_megaplaga","Loxia_megaplaga","Hispaniolan Crossbill","Fringillidae","Finches","NBO","L","NA","119.03","NA","NA","NA","NA","6.4","5.55",28.69,"Not a Migrant",0,3.5,"NA","Female",1,0,0,0,"11",18.5,"N",1,0,21.64,100.82
"646","Loxia_pytyopsittacus","Loxia_pytyopsittacus","Parrot Crossbill","Fringillidae","Finches","BWP","L","647.17999999999995","81.5","728.68","14.1","3.85","7","6.4","3.8",53,"Not a Migrant",0,3.5,"22","Female",1,0,0,0,"11",61.63,"N",0,0,4.79,45.52
"647","Loxia_pytyopsittacus","Loxia_pytyopsittacus","Parrot Crossbill","Fringillidae","Finches","Tring","M","414.71","99.08","513.79","12.68","2.91","6.1","6.86","4.0199999999999996",53,"Not a Migrant",0,3.5,"22","Female",1,0,0,0,"11",61.63,"N",0,0,4.79,45.52
"648","Loxia_scotica","Loxia_scotica","Scottish Crossbill","Fringillidae","Finches","Tring","M","469.52","101.04","570.55999999999995","13.75","3.27","5.79","7.21","3.73",43.17,"Not a Migrant",0,3.5,"21","Mainly Female",1,0,0,0,"7",57.45,"N",1,0,6.83,102
"649","Loxioides_bailleui","Loxioides_bailleui","Palila","Fringillidae","Finches","BNA","L","759.39","111.82","871.21","14.7","3.65","7.7","7.4","3.9",37.84,"Not a Migrant",0,2,"25","Excl_Group Care",1,0,0,0,"NA",19.75,"N",1,1,16.85,135.28
"650","Loxops_caeruleirostris","Loxops_caeruleirostris","Akekee","Fringillidae","Finches","BNA","L","496.51","65.94","562.45000000000005","9.75","2.2000000000000002","11.3","5.35","4.4000000000000004",10.8,"Not a Migrant",0,2,"19","Both",1,0,0,0,"10.5",22.25,"N",1,1,22.58,132.25
"651","Loxops_coccineus","Loxops_coccineus","Hawaii Akepa","Fringillidae","Finches","BNA","L","NA","44.12","NA","NA","NA","NA","5.3","3",10.5,"Not a Migrant",0,1.5,"18","Female",0,0,0,1,"10.45",19.42,"N",1,1,17.95,165.53
"652","Luscinia_luscinia","Luscinia_luscinia","Thrush Nightingale","Muscicapidae","Old World flycatchers and chats","BWP","L","636.34","120.88","757.22","13.2","3.3","8.3000000000000007","6.6","5.3",23.8,"Full Migrant",1,4.5,"10","Female",0,1,0,0,"0",56.32,"N",0,0,6.52,41.74
"653","Macgregoria_pulchra","Macgregoria_pulchra","Macgregor's Honeyeater","Meliphagidae","Honeyeaters","HBW","L","6833.55","827.32","7660.87","27.75","7.25","19","13.25","9",225.13,"Nomadic",0,1,"NA","NA",1,0,0,0,"13",-4.75,"S",1,0,16.02,319.14
"654","Machaerirhynchus_nigripectus","Machaerirhynchus_nigripectus","Black-breasted Boatbill","Machaerirhynchidae","Boatbills","Tring","M","115.72","11.27","126.99","6.91","2.11","5.08","2.69","2.97",12,"Not a Migrant",0,2,"NA","NA",1,0,0,0,"6",-5.76,"S",1,0,19.43,255.36
"655","Macroagelaius_imthurni","Macroagelaius_imthurni","Golden-tufted Grackle","Icteridae","New World blackbirds","HBW","L","NA","NA","NA","30","NA","NA","NA","NA",77.77,"Not a Migrant",0,3,"NA","Excl_Group Care",1,0,0,0,"12",5.28,"N",0,0,23.1,186.92
"656","Magumma_parva","Hemignathus_parvus","Anianiau","Fringillidae","Finches","BNA","L","NA","NA","318.08999999999997","9","2","7.5","5","NA",9.3,"Not a Migrant",0,3,"17","Mainly Female",1,0,0,0,"6.4",22.25,"N",1,1,21.14,129.53
"657","Manacus_manacus","Manacus_manacus","White-bearded Manakin","Pipridae","Manakins","Tring","M","139.88999999999999","45.49","185.38","8.2200000000000006","1.48","5.24","5.26","3.14",16.7,"Not a Migrant",0,2,"14","Excl_Female Care",1,0,0,0,"1",-3.22,"S",0,0,25.18,178.31
"658","Manorina_flavigula","Manorina_flavigula","Yellow-throated Miner","Meliphagidae","Honeyeaters","HBW","L","1659.22","212.43","1871.65","19.05","5.25","9.85","8.5500000000000007","5.55",55.9,"Not a Migrant",0,3.16,"15.5","Excl_Group Care",1,0,0,0,"8.6",-25.6,"S",0,0,24.22,28.15
"659","Manorina_melanocephala","Manorina_melanocephala","Noisy Miner","Meliphagidae","Honeyeaters","HBW","L","1213.99","222.45","1436.44","16.399999999999999","3.98","10.199999999999999","8.4499999999999993","5.95",60.22,"Not a Migrant",0,2.9,"16","Excl_Group Care",1,0,0,0,"15.1",-29.56,"S",0,0,20.02,52.21
"660","Manorina_melanophrys","Manorina_melanophrys","Bell Miner","Meliphagidae","Honeyeaters","HBW","L","115.15","96.37","211.52","8.9","1.1000000000000001","5.0999999999999996","6.7","4.0999999999999996",30.39,"Not a Migrant",0,1.91,"12.1","Excl_Group Care",1,0,0,0,"12.65",-33.28,"S",0,0,15.57,82.49
"661","Manucodia_ater","Manucodia_ater","Glossy-mantled Manucode","Paradisaeidae","Birds-of-paradise","Tring","M","4496.72","632.4","5129.12","28.64","7.57","11.94","13.51","6.62",228.01,"Not a Migrant",0,2,"19","NA",1,0,0,0,"8",-8.39,"S",1,0,25.86,222.59
"662","Manucodia_chalybatus","Manucodia_chalybatus","Crinkle-collared Manucode","Paradisaeidae","Birds-of-paradise","Tring","M","2087.81","522.20000000000005","2610.0100000000002","19.28","4.22","13.42","10.83","8.34",215.88,"Not a Migrant",0,1.5,"NA","NA",1,0,0,0,"NA",-9.8,"S",1,0,23.3,224.6
"663","Manucodia_comrii","Manucodia_comrii","Curl-crested Manucode","Paradisaeidae","Birds-of-paradise","Tring","M","6636.16","756.07","7392.24","29.66","8.08","16.05","13.51","7.91",432.74,"Not a Migrant",0,1.5,"NA","NA",1,0,0,0,"7.6",-9.25,"S",1,1,24.55,220.19
"664","Manucodia_jobiensis","Manucodia_jobiensis","Jobi Manucode","Paradisaeidae","Birds-of-paradise","Tring","M","2318.04","341.24","2659.28","15.59","3.62","20.89","8.35","9.35",202.58,"Not a Migrant",0,2,"NA","NA",1,0,0,0,"2.4",-4.75,"S",1,0,25.3,257.79
"665","Masius_chrysopterus","Masius_chrysopterus","Golden-winged Manakin","Pipridae","Manakins","NBO","L","56.84","48.86","105.7","6.9","0.75","4.24","5.4","3.2",11.52,"Not a Migrant",0,2,"NA","Excl_Female Care",1,0,0,0,"2.5",-3.72,"S",0,0,18.6,159.88
"666","Mecocerculus_leucophrys","Mecocerculus_leucophrys","White-throated Tyrannulet","Tyrannidae","Tyrant-flycatchers","HBW","L","NA","37.700000000000003","NA","7","1.5","NA","4","4.5",10.98,"Not a Migrant",0,2,"NA","NA",1,0,0,0,"2.75",-11.49,"S",0,0,17.1,125.99
"667","Megalurulus_rubiginosus","Megalurulus_rubiginosus","Rusty Thicketbird","Locustellidae","Grasshopper-warblers and grassbirds","Tring","M","315.08","78.31","393.4","11.66","2.6","5.52","6.47","3.57",41.2,"Not a Migrant",0,2,"NA","NA",0,1,0,0,"0",-5.48,"S",1,0,24.67,290.7
"668","Megastictus_margaritatus","Megastictus_margaritatus","Pearly Antshrike","Thamnophilidae","Typical antbirds","HBW","L","NA","NA","284.83999999999997","8","1.1499999999999999","8.5","5.7","NA",20.2,"Not a Migrant",0,2,"NA","NA",1,0,0,0,"0.65",-1.37,"S",0,0,25.89,218.33
"669","Melaenornis_ardesiacus","Melaenornis_ardesiacus","Yellow-eyed Black-flycatcher","Muscicapidae","Old World flycatchers and chats","HBW","L","NA","84.82","NA","19","6.5","NA","6","4.5",29,"Not a Migrant",0,2,"NA","NA",1,0,0,0,"8",-2.43,"S",0,0,18.32,115.55
"670","Melaenornis_fischeri","Dioptrornis_fischeri","White-eyed Slaty-flycatcher","Muscicapidae","Old World flycatchers and chats","HBW","L","NA","39.270000000000003","NA","NA","NA","NA","5","3",23.4,"Not a Migrant",0,2.5,"16","Both",1,0,0,0,"NA",-0.74,"S",0,0,20.4,85.54
"671","Melaenornis_herero","Namibornis_herero","Herero Chat","Muscicapidae","Old World flycatchers and chats","HBW","L","NA","83.88","NA","9.3000000000000007","1.65","NA","6","4.45",27.2,"Not a Migrant",0,2.5,"14","Both",1,0,0,0,"2.5",-20.42,"S",0,0,20.89,17.88
"672","Melanocharis_nigra","Melanocharis_nigra","Black Berrypecker","Melanocharitidae","Berrypeckers and longbills","Tring","M","57.26","16.04","73.290000000000006","5.41","1.05","4.78","3.3","2.81",14.16,"Not a Migrant",0,1.5,"NA","Female",1,0,0,0,"7.13",-7.4,"S",1,0,25.09,258.24
"673","Melanocharis_nigra","Melanocharis_nigra","Black Berrypecker","Melanocharitidae","Berrypeckers and longbills","HBW","L","NA","NA","71.989999999999995","5","NA","5.5","NA","NA",14.16,"Not a Migrant",0,1.5,"NA","Female",1,0,0,0,"7.13",-7.4,"S",1,0,25.09,258.24
"674","Melanocharis_striativentris","Melanocharis_striativentris","Streaked Berrypecker","Melanocharitidae","Berrypeckers and longbills","Tring","M","85.62","36.29","121.91","6.21","0.87","6.05","4.47","3.45",17.58,"Not a Migrant",0,2,"NA","NA",1,0,0,0,"NA",-6.55,"S",1,0,18.99,248.26
"675","Melanocorypha_bimaculata","Melanocorypha_bimaculata","Bimaculated Lark","Alaudidae","Larks","BWP","L","377.91","175.41","553.32000000000005","12.2","2.2999999999999998","7.1","7.6","5.8",54.1,"Full Migrant",1,4.5,"10.5","Female",0,1,0,0,"0",43.11,"N",0,0,13.88,28.62
"676","Melanocorypha_calandra","Melanocorypha_calandra","Calandra Lark","Alaudidae","Larks","HBW","L","NA","NA","NA","NA","NA","NA","8","NA",61.6,"Full Migrant",1,4.5,"9","Mainly Female",0,1,0,0,"0",43.3,"N",0,0,13.27,37.43
"677","Melanocorypha_yeltoniensis","Melanocorypha_yeltoniensis","Black Lark","Alaudidae","Larks","BWP","L","NA","236.44","NA","13.5","2.5","NA","8.5","6.25",59.93,"Full Migrant",1,4.5,"10","Female",0,1,0,0,"0",50.91,"N",0,0,8.55,24.42
"678","Melanodryas_cucullata","Melanodryas_cucullata","Hooded Robin","Petroicidae","Australasian robins","HBW","L","132.5","51.04","183.53","8.25","1.28","5.15","5.7","3",21.1,"Not a Migrant",0,2.5,"13","Excl_Group Care",1,0,0,0,"4.45",-26.57,"S",0,0,23.47,30.65
"679","Melanodryas_vittata","Melanodryas_vittata","Dusky Robin","Petroicidae","Australasian robins","HBW","L","228.85","87.93","316.77999999999997","10","1.8","6.05","6.4","4.0999999999999996",26.6,"Not a Migrant",0,3,"15","Excl_Group Care",1,0,0,0,"3.25",-41.96,"S",1,0,10.63,109.65
"680","Melidectes_fuscus","Melidectes_fuscus","Sooty Honeyeater","Meliphagidae","Honeyeaters","HBW","L","2929.97","116.72","3046.69","17.5","5.15","19","7.2","4.3",45,"Not a Migrant",0,1,"NA","NA",1,0,0,0,"2.4500000000000002",-4.05,"S",1,0,15.66,273.9
"681","Melidectes_nouhuysi","Melidectes_nouhuysi","Short-bearded Honeyeater","Meliphagidae","Honeyeaters","HBW","L","2504.11","176.71","2680.83","16","4.25","20","7.5","6",62.26,"Not a Migrant",0,1,"NA","NA",1,0,0,0,"1.2",-4.25,"S",1,0,13.48,254.68
"682","Melilestes_megarhynchus","Melilestes_megarhynchus","Long-billed Honeyeater","Meliphagidae","Honeyeaters","HBW","L","NA","NA","2362.7399999999998","19","NA","12.5","NA","6.25",43.76,"Not a Migrant",0,2,"15.5","NA",1,0,0,0,"1.85",-5.02,"S",1,0,24.44,256.82
"683","Meliphaga_aruensis","Meliphaga_aruensis","Puff-backed Honeyeater","Meliphagidae","Honeyeaters","HBW","L","225.67","42.41","268.08","8","1.75","8","4.5","4",26.2,"Not a Migrant",0,1.5,"NA","NA",1,0,0,0,"0.75",-5.7,"S",1,0,24.71,252.53
"684","Meliphaga_lewinii","Meliphaga_lewinii","Lewin's Honeyeater","Meliphagidae","Honeyeaters","HBW","L","274.56","103.04","377.6","10.15","1.75","7","6.65","4.45",33.58,"Not a Migrant",0,2.15,"15","Both",1,0,0,0,"12.6",-28.36,"S",0,0,19.57,73.43
"685","Meliphaga_notata","Meliphaga_notata","Yellow-spotted Honeyeater","Meliphagidae","Honeyeaters","HBW","L","172.35","114.17","286.52","9.5500000000000007","1.28","6","7","4.45",26.44,"Not a Migrant",0,2.04,"14.5","NA",1,0,0,0,"1.1299999999999999",-12.88,"S",0,0,24.94,136.94
"686","Melithreptus_affinis","Melithreptus_affinis","Black-headed Honeyeater","Meliphagidae","Honeyeaters","HBW","L","185.88","59.66","245.54","7.3","1.28","8.8000000000000007","4.75","5.05",15,"Not a Migrant",0,3,"NA","Both",1,0,0,0,"16.05",-41.96,"S",1,0,10.63,109.65
"687","Melithreptus_albogularis","Melithreptus_albogularis","White-throated Honeyeater","Meliphagidae","Honeyeaters","HBW","L","45.47","58.02","103.49","6.05","0.33","5.4","5.4","3.8",11.03,"Not a Migrant",0,2,"14","NA",1,0,0,0,"10.7",-18.51,"S",0,0,24.94,82.75
"688","Melithreptus_brevirostris","Melithreptus_brevirostris","Brown-headed Honeyeater","Meliphagidae","Honeyeaters","HBW","L","86.36","52.57","138.93","6.65","0.95","6","4.75","4.45",12.6,"Not a Migrant",0,3,"13","Excl_Group Care",1,0,0,0,"12.35",-32,"S",0,0,18.44,44.29
"689","Melithreptus_lunatus","Melithreptus_lunatus","White-naped Honeyeater","Meliphagidae","Honeyeaters","HBW","L","59.99","36.090000000000003","96.08","5.75","0.83","5.55","4.0999999999999996","4.0999999999999996",14.01,"Full Migrant",1,2.67,"15.25","Excl_Group Care",1,0,0,0,"20.100000000000001",-31.09,"S",0,0,18.43,60.35
"690","Melithreptus_validirostris","Melithreptus_validirostris","Strong-billed Honeyeater","Meliphagidae","Honeyeaters","HBW","L","403.33","81.5","484.83","10.199999999999999","1.9","8.9","6.4","3.8",24.8,"Not a Migrant",0,3,"NA","NA",1,0,0,0,"6.5",-41.92,"S",1,0,10.67,102.59
"691","Melloria_quoyi","Cracticus_quoyi","Black Butcherbird","Artamidae","Woodswallows and butcherbirds","HBW","L","NA","NA","2617.9899999999998","25","NA","8","NA","NA",168,"Not a Migrant",0,3,"NA","NA",1,0,0,0,"10",-5.66,"S",0,0,25.09,196.44
"692","Melospiza_georgiana","Melospiza_georgiana","Swamp Sparrow","Passerellidae","New World sparrows","BNA","L","399.2","73.239999999999995","472.44","10.79","2.54","7.75","5.71","4.29",16.1,"Full Migrant",1,4,"10","Female",1,1,0,0,"0.5",53.1,"N",0,0,3.78,56.88
"693","Melospiza_lincolnii","Melospiza_lincolnii","Lincoln's Sparrow","Passerellidae","New World sparrows","BNA","L","225.43","67.31","292.74","10.3","2.08","5.27","6.14","3.41",16.6,"Full Migrant",1,4,"10.5","Female",1,1,0,0,"0",55.87,"N",0,0,1.81,49.08
"694","Melospiza_melodia","Melospiza_melodia","Song Sparrow","Passerellidae","New World sparrows","BNA","L","NA","77.900000000000006","NA","NA","NA","NA","5.75","4.5",21.91,"Full Migrant",1,4,"10","Female",1,1,0,0,"2",49.82,"N",0,0,6.59,57.88
"695","Melospiza_melodia","Melospiza_melodia","Song Sparrow","Passerellidae","New World sparrows","BNA","L","936.84","63.36","1000.2","15.55","5.08","7.9","5.4","4.1500000000000004",21.91,"Full Migrant",1,4,"10","Female",1,1,0,0,"2",49.82,"N",0,0,6.59,57.88
"696","Melozone_aberti","Pipilo_aberti","Abert's Towhee","Passerellidae","New World sparrows","BNA","M","918.28","152.91","1071.19","13.7","2.95","10.9","7.8","4.8",45.93,"Not a Migrant",0,3,"12.5","Female",1,1,0,0,"2",33.78,"N",0,0,18.77,13.54
"697","Melozone_biarcuata","Melozone_biarcuata","Prevost's Ground-sparrow","Passerellidae","New World sparrows","NBO","L","714.02","145.01","859.03","12.5","2.78","10.5","6.94","5.75",30.6,"Not a Migrant",0,2.5,"NA","NA",1,0,0,0,"1.1299999999999999",15.39,"N",0,0,21.3,173.82
"698","Melozone_crissalis","Pipilo_crissalis","California Towhee","Passerellidae","New World sparrows","BNA","L","NA","NA","NA","19.95","NA","NA","NA","3.35",52.83,"Not a Migrant",0,4,"9.5","Female",1,1,0,0,"2",33.99,"N",0,0,16.09,27.48
"699","Melozone_fusca","Pipilo_fuscus","Canyon Towhee","Passerellidae","New World sparrows","BNA","L","477.14","103.5","580.64","8.9","1.9","14","5.0999999999999996","7.6",44.4,"Not a Migrant",0,3,"NA","Female",1,0,0,0,"2.25",29.07,"N",0,0,18.3,28.77
"700","Melozone_fusca","Pipilo_fuscus","Canyon Towhee","Passerellidae","New World sparrows","BNA","L","633.36","129.29","762.65","10.199999999999999","2.25","14","5.7","7.6",44.4,"Not a Migrant",0,3,"NA","Female",1,0,0,0,"2.25",29.07,"N",0,0,18.3,28.77
"701","Melozone_leucotis","Melozone_leucotis","White-eared Ground-sparrow","Passerellidae","New World sparrows","NBO","L","NA","92.54","NA","NA","NA","6.48","6.93","3.68",39.9,"Not a Migrant",0,2.5,"11","NA",1,1,0,0,"0.35",10.25,"N",0,0,22.99,143.04
"702","Microbates_cinereiventris","Microbates_cinereiventris","Tawny-faced Gnatwren","Polioptilidae","Gnatcatchers","HBW","L","733.04","52.36","785.4","10","2.5","15","5","4",11.9,"Not a Migrant",0,2,"NA","Both",1,0,0,0,"0.5",-3.61,"S",0,0,24.38,236.07
"703","Microbates_collaris","Microbates_collaris","Collared Gnatwren","Polioptilidae","Gnatcatchers","HBW","L","471.24","52.36","523.6","10","2.5","10","5","4",10.2,"Not a Migrant",0,2,"12.5","NA",1,0,0,0,"0.4",0.25,"N",0,0,25.99,215.82
