"","HBW_names","Tree_names","HBW_species_common_name","HBW_family","HBW_family_common_name","Data_source","Literature_Museum","Outer_volume..cm3","Inner_volume..cm3","Outer_volume_full..cm3","External_diameter..cm","Thickness..cm","External_height..cm","Internal_diameter..cm","Internal_height..cm","Body_mass..g","Migration_status","Migration_coded","Clutch_size","Nestling_period..days","Nest_builder_identity","Loc_vegetation","Loc_ground","Loc_rock","Loc_cavity_obligatory","Mean_nest_height..m","Range_midpoint_latitude","N_S","Insularity","Insularity_2","Mean_temperature","Mean_rainfall"
"332","Dicrurus_ludwigii","Dicrurus_ludwigii","Square-tailed Drongo","Dicruridae","Drongos","HBW","L","NA","36.08","NA","7.5","1.1299999999999999","NA","5.25","2.5",29.4,"Not a Migrant",0,2.5,"NA","NA",1,0,0,0,"18.5",6.19,"N",0,0,23.97,112.14
"333","Dicrurus_macrocercus","Dicrurus_macrocercus","Black Drongo","Dicruridae","Drongos","HBW","L","NA","209.44","NA","NA","NA","NA","10","4",48.3,"Full Migrant",1,3.5,"16.5","Both",1,0,0,0,"7.5",26.43,"N",0,0,22.69,101.59
"334","Dicrurus_macrocercus","Dicrurus_macrocercus","Black Drongo","Dicruridae","Drongos","Tring","M","1012.08","377.52","1389.6","17.28","3.51","8.89","10.26","6.86",48.3,"Full Migrant",1,3.5,"16.5","Both",1,0,0,0,"7.5",26.43,"N",0,0,22.69,101.59
"335","Dicrurus_modestus","Dicrurus_modestus","Velvet-mantled Drongo","Dicruridae","Drongos","Tring","M","187.64","77.92","265.57","11.01","2.1800000000000002","4.1900000000000004","6.65","3.36",45.6,"Not a Migrant",0,3,"NA","NA",1,0,0,0,"23",0.42,"N",0,0,24.45,141.5
"336","Dicrurus_paradiseus","Dicrurus_paradiseus","Greater Racquet-tailed Drongo","Dicruridae","Drongos","HBW","L","621.77","261.8","883.57","15","2.5","7.5","10","5",85.82,"Not a Migrant",0,3,"NA","Both",1,0,0,0,"10.75",19.61,"N",0,0,24.96,154.78
"337","Dicrurus_remifer","Dicrurus_remifer","Lesser Racquet-tailed Drongo","Dicruridae","Drongos","HBW","L","NA","NA","NA","9.25","NA","NA","NA","3.25",43.1,"Not a Migrant",0,3.5,"NA","Both",1,0,0,0,"7",21.7,"N",0,0,22.04,158.59
"338","Dicrurus_waldenii","Dicrurus_waldenii","Mayotte Drongo","Dicruridae","Drongos","HBW","L","1040.9100000000001","169.65","1210.56","17","4","8","9","4",50.48,"Not a Migrant",0,2.3,"19.5","Both",1,0,0,0,"11.5",-12.75,"S",1,1,25.49,114.48
"339","Diglossa_caerulescens","Diglossa_caerulescens","Bluish Flowerpiercer","Thraupidae","Tanagers","Tring","M","NA","46.93","NA","NA","NA","4.91","4.8099999999999996","3.87",14.44,"Not a Migrant",0,2,"NA","NA",1,1,0,0,"0",-14.03,"S",0,0,15.47,124.9
"340","Diuca_diuca","Diuca_diuca","Common Diuca-finch","Thraupidae","Tanagers","NBO","L","NA","NA","NA","NA","NA","NA","7.15","NA",36.8,"Full Migrant",1,3,"9.5","NA",1,0,0,0,"NA",-40.41,"S",0,0,12.78,33.34
"341","Dives_warczewiczi","Dives_warszewiczi","Scrub Blackbird","Icteridae","New World blackbirds","HBW","L","668.44","230.96","899.39","14.3","2.5","8.4","9.3000000000000007","5.0999999999999996",73.29,"Not a Migrant",0,2.8,"12","NA",1,0,0,0,"5.5",-4.97,"S",0,0,19.9,56.3
"342","Donacobius_atricapilla","Donacobius_atricapilla","Donacobius","Donacobiidae","Donacobius","HBW","L","NA","188.69","NA","12.5","2.38","NA","7.75","6",36.8,"Not a Migrant",0,2.5,"17.5","Excl_Group Care",1,0,0,0,"1.1299999999999999",-7.59,"S",0,0,24.89,159.52
"343","Drymodes_brunneopygia","Drymodes_brunneopygia","Southern Scrub-robin","Petroicidae","Australasian robins","HBW","L","225.49","123.15","348.64","10.199999999999999","1.6","6.4","7","4.8",32.95,"Not a Migrant",0,1,"11.5","NA",0,1,0,0,"0",-31.43,"S",0,0,18.28,25.41
"344","Drymodes_superciliaris","Drymodes_superciliaris","Northern Scrub-robin","Petroicidae","Australasian robins","HBW","L","2339.35","269.16000000000003","2608.5100000000002","22.9","7.65","9.5","7.6","8.9",45.9,"Not a Migrant",0,2,"NA","Female",0,1,0,0,"0",-13,"S",0,0,25.89,148.77
"345","Drymophila_squamata","Drymophila_squamata","Scaled Antbird","Thamnophilidae","Typical antbirds","HBW","L","NA","NA","214.73","7.6","NA","7.1","NA","NA",10.8,"Not a Migrant",0,2,"NA","NA",1,0,0,0,"1.1599999999999999",-18.93,"S",0,0,21.7,106.62
"346","Drymophila_squamata","Drymophila_squamata","Scaled Antbird","Thamnophilidae","Typical antbirds","HBW","L","NA","NA","243.73","7.75","NA","7.75","NA","NA",10.8,"Not a Migrant",0,2,"NA","NA",1,0,0,0,"1.1599999999999999",-18.93,"S",0,0,21.7,106.62
"347","Dryoscopus_cubla","Dryoscopus_cubla","Black-backed Puffback","Malaconotidae","Bush-shrikes","Tring","M","98.22","60.85","159.07","7.93","1.1499999999999999","4.83","5.62","3.67",26.23,"Not a Migrant",0,3,"18","Mainly Female",1,0,0,0,"8.5",-14.27,"S",0,0,21.71,77.15
"348","Dryoscopus_pringlii","Dryoscopus_pringlii","Pringle's Puffback","Malaconotidae","Bush-shrikes","HBW","L","NA","NA","153.94","7","NA","6","NA","NA",19.7,"Not a Migrant",0,2.5,"NA","NA",1,0,0,0,"1.6",-2.41,"S",0,0,24.6,45.65
"349","Dumetella_carolinensis","Dumetella_carolinensis","Grey Catbird","Mimidae","Mockingbirds and thrashers","BNA","L","751.05","162.32","913.37","14","2.85","8.9","8.3000000000000007","4.5",35.3,"Full Migrant",1,3.5,"12","Mainly Female",1,1,0,0,"1",43.41,"N",0,0,10.5,74.03
"350","Dumetella_carolinensis","Dumetella_carolinensis","Grey Catbird","Mimidae","Mockingbirds and thrashers","Tring","M","754.78","114.53","869.32","14.56","3.83","7.67","6.9","4.59",35.3,"Full Migrant",1,3.5,"12","Mainly Female",1,1,0,0,"1",43.41,"N",0,0,10.5,74.03
"351","Dyaphorophyia_chalybea","Platysteira_chalybea","Black-necked Wattle-eye","Platysteiridae","Batises and wattle-eyes","HBW","L","NA","28.37","NA","NA","NA","4.5","4.25","3",11,"Not a Migrant",0,2,"15","NA",1,0,0,0,"0.7",3.08,"N",0,0,23.96,145.87
"352","Dysithamnus_mentalis","Dysithamnus_mentalis","Plain Antvireo","Thamnophilidae","Typical antbirds","Tring","M","137.66999999999999","61.81","199.47","9.31","1.74","4.3899999999999997","5.83","3.48",14.87,"Not a Migrant",0,2,"9.5","Both",1,0,0,0,"1.55",-17.49,"S",0,0,22.21,135.07
"353","Edolisoma_tenuirostre","Coracina_tenuirostris","Slender-billed Cicadabird","Campephagidae","Cuckoo-shrikes","Tring","M","136.18","24.7","160.88","9.01","2.08","3.35","4.84","1.96",60.92,"Full Migrant",1,1,"27","Both",1,0,0,0,"17.5",-27.05,"S",0,0,23.13,128.68
"354","Elaenia_chiriquensis","Elaenia_chiriquensis","Lesser Elaenia","Tyrannidae","Tyrant-flycatchers","Tring","M","120.89","46.36","167.25","7.95","1.56","5.0599999999999996","4.83","3.8",15.4,"Full Migrant",1,2.25,"15.5","Female",1,0,0,0,"2.5",-7.31,"S",0,0,24.33,146.97
"355","Elaenia_cristata","Elaenia_cristata","Plain-crested Elaenia","Tyrannidae","Tyrant-flycatchers","Tring","M","158.43","33.14","191.57","7.97","1.69","5.77","4.58","3.02",18.2,"Not a Migrant",0,1.5,"18","NA",1,0,0,0,"0.9",-6.08,"S",0,0,25.1,138.74
"356","Elaenia_flavogaster","Elaenia_flavogaster","Yellow-bellied Elaenia","Tyrannidae","Tyrant-flycatchers","Tring","M","94.69","31.08","125.77","7.52","1.36","4.2300000000000004","4.79","2.58",24.8,"Not a Migrant",0,2,"16","NA",1,0,0,0,"NA",-9.01,"S",0,0,24.26,142.62
"357","Elaenia_frantzii","Elaenia_frantzii","Mountain Elaenia","Tyrannidae","Tyrant-flycatchers","Tring","M","132.28","29.35","161.63","7.94","1.79","4.9000000000000004","4.3499999999999996","2.96",19.6,"Not a Migrant",0,2,"17","Female",1,0,0,0,"9.5",5.89,"N",0,0,18.93,147.65
"358","Elaenia_obscura","Elaenia_obscura","Highland Elaenia","Tyrannidae","Tyrant-flycatchers","HBW","L","NA","NA","208.07","8.5","NA","5.5","NA","NA",23.9,"Not a Migrant",0,2,"NA","NA",1,0,0,0,"3.6",-10.3,"S",0,0,16.41,98.78
"359","Elaenia_ridleyana","Elaenia_ridleyana","Noronha Elaenia","Tyrannidae","Tyrant-flycatchers","Tring","M","113.57","44.96","158.53","8.84","1.75","3.88","5.33","3.02",33,"Not a Migrant",0,1.5,"NA","NA",1,0,0,0,"NA",-3.75,"S",1,1,26.72,119.88
"360","Elaenia_ridleyana","Elaenia_ridleyana","Noronha Elaenia","Tyrannidae","Tyrant-flycatchers","HBW","L","NA","NA","NA","8","NA","NA","NA","NA",33,"Not a Migrant",0,1.5,"NA","NA",1,0,0,0,"NA",-3.75,"S",1,1,26.72,119.88
"361","Elaenia_ruficeps","Elaenia_ruficeps","Rufous-crowned Elaenia","Tyrannidae","Tyrant-flycatchers","HBW","L","128.28","39.270000000000003","167.55","8","1.5","5","5","3",18.74,"Not a Migrant",0,2,"NA","NA",1,0,0,0,"NA",3.71,"N",0,0,25.83,224.98
"362","Elaenia_spectabilis","Elaenia_spectabilis","Large Elaenia","Tyrannidae","Tyrant-flycatchers","HBW","L","NA","NA","134.04","8","NA","4","NA","NA",27.3,"Full Migrant",1,2,"18","NA",1,0,0,0,"5",-18.83,"S",0,0,23.32,100.68
"363","Elaenia_strepera","Elaenia_strepera","Slaty Elaenia","Tyrannidae","Tyrant-flycatchers","HBW","L","NA","NA","412.33","15","NA","3.5","NA","NA",19.3,"Full Migrant",1,2,"NA","NA",1,0,0,0,"5",-23.24,"S",0,0,19.63,67.83
"364","Elminia_albonotata","Elminia_albonotata","White-tailed Crested-flycatcher","Stenostiridae","Fairy Flycatcher and allies","Tring","M","190.19","38.229999999999997","228.43","6.44","1.19","10.53","4.05","4.45",9.2,"Not a Migrant",0,2,"NA","NA",1,0,0,0,"4.25",-8.6,"S",0,0,21.34,89.44
"365","Elminia_longicauda","Elminia_longicauda","African Blue-flycatcher","Stenostiridae","Fairy Flycatcher and allies","Tring","M","41.33","18.45","59.79","5.39","0.93","3.94","3.52","2.84",9.9,"Not a Migrant",0,1.5,"14","Excl_Group Care",1,0,0,0,"5",1.94,"N",0,0,24.93,125.73
"366","Emberiza_aureola","Emberiza_aureola","Yellow-breasted Bunting","Emberizidae","Old World buntings","BWP","L","NA","92.22","NA","9","1.3","NA","6.4","4.3",19.6,"Full Migrant",1,4.5,"12.5","Female",1,1,0,0,"0.08",60.54,"N",0,0,-0.11,33.56
"367","Emberiza_bruniceps","Emberiza_bruniceps","Red-headed Bunting","Emberizidae","Old World buntings","BWP","L","255.91","110.61","366.52","10","1.75","7","6.5","5",24.8,"Full Migrant",1,3.5,"12.5","Female",1,0,0,0,"2.0099999999999998",44.35,"N",0,0,12.51,24.7
"368","Emberiza_buchanani","Emberiza_buchanani","Grey-necked Bunting","Emberizidae","Old World buntings","BWP","L","351.63","95.01","446.64","11.5","2.58","6.45","6.35","4.5",21.2,"Full Migrant",1,4.5,"NA","Female",1,1,0,0,"0.15",44.41,"N",0,0,8.66,31.12
"369","Emberiza_calandra","Miliaria_calandra","Corn Bunting","Emberizidae","Old World buntings","Tring","M","493.6","138.96","632.55999999999995","12.8","2.83","7.4","7.15","5.08",48.5,"Full Migrant",1,5,"11","Female",0,1,0,0,"0",45.49,"N",0,0,11.88,50.41
"370","Emberiza_calandra","Miliaria_calandra","Corn Bunting","Emberizidae","Old World buntings","BWP","L","430.65","184.48","615.14","12.6","2.5","7.4","7.6","6.1",48.5,"Full Migrant",1,5,"11","Female",0,1,0,0,"0",45.49,"N",0,0,11.88,50.41
"371","Emberiza_cia","Emberiza_cia","Rock Bunting","Emberizidae","Old World buntings","BWP","L","554.45000000000005","72.91","627.35","12.9","3.5","7.2","5.9","4",23.43,"Full Migrant",1,4.5,"11","Female",0,1,0,0,"2",40.62,"N",0,0,9.95,50.95
"372","Emberiza_cirlus","Emberiza_cirlus","Cirl Bunting","Emberizidae","Old World buntings","Tring","M","445.62","88.25","533.87","12.44","3.04","6.51","6.35","4.1900000000000004",25.6,"Not a Migrant",0,3.5,"12","Female",1,1,0,0,"3",42.23,"N",0,0,12.81,58.32
"373","Emberiza_cirlus","Emberiza_cirlus","Cirl Bunting","Emberizidae","Old World buntings","BWP","L","432.67","98.07","530.74","12.3","2.85","6.7","6.6","4.3",25.6,"Not a Migrant",0,3.5,"12","Female",1,1,0,0,"3",42.23,"N",0,0,12.81,58.32
"374","Emberiza_citrinella","Emberiza_citrinella","Yellowhammer","Emberizidae","Old World buntings","Tring","M","449.67","87.43","537.11","12.88","3.3","5.94","6.27","4.1500000000000004",29.7,"Full Migrant",1,4,"12","Female",1,1,0,0,"0.91",57.81,"N",0,0,5.11,44.34
"375","Emberiza_citrinella","Emberiza_citrinella","Yellowhammer","Emberizidae","Old World buntings","BWP","L","443.44","86.93","530.36","12.25","3","6.75","6.25","4.25",29.7,"Full Migrant",1,4,"12","Female",1,1,0,0,"0.91",57.81,"N",0,0,5.11,44.34
"376","Emberiza_flaviventris","Emberiza_flaviventris","Golden-breasted Bunting","Emberizidae","Old World buntings","Tring","M","139.24","39.229999999999997","178.47","8.77","1.92","4.2300000000000004","4.92","3.07",18.24,"Not a Migrant",0,3,"14.5","Female",1,0,0,0,"1.25",-18.09,"S",0,0,22.18,64.68
"377","Emberiza_hortulana","Emberiza_hortulana","Ortolan Bunting","Emberizidae","Old World buntings","BWP","L","NA","77.430000000000007","NA","11.5","2.5","NA","6.5","3.5",19.9,"Full Migrant",1,4.5,"12.5","Female",0,1,0,0,"0",53.97,"N",0,0,7.35,43.03
"378","Emberiza_hortulana","Emberiza_hortulana","Ortolan Bunting","Emberizidae","Old World buntings","BWP","L","NA","NA","NA","NA","NA","7.5","NA","NA",19.9,"Full Migrant",1,4.5,"12.5","Female",0,1,0,0,"0",53.97,"N",0,0,7.35,43.03
"379","Emberiza_lathami","Melophus_lathami","Crested Bunting","Emberizidae","Old World buntings","Tring","M","228.57","74.83","303.39999999999998","11.64","2.4700000000000002","4.3600000000000003","6.85","3.06",21.9,"Altitudinal Migrant",1,3,"NA","Mainly Female",1,1,0,0,"0",25.38,"N",0,0,22.58,119.85
"380","Emberiza_leucocephalos","Emberiza_leucocephalos","Pine Bunting","Emberizidae","Old World buntings","BWP","L","NA","94.6","NA","10.5","2.15","NA","6.2","4.7",28.5,"Full Migrant",1,4.5,"9","Female",0,1,0,0,"0",58.24,"N",0,0,0.84,33.18
"381","Emberiza_melanocephala","Emberiza_melanocephala","Black-headed Bunting","Emberizidae","Old World buntings","BWP","L","638.02","122.15","760.16","14.2","3.65","7.2","6.9","4.9000000000000004",28.31,"Full Migrant",1,4.5,"15","Female",1,0,0,0,"2.5",37.8,"N",0,0,13.66,45.08
"382","Emberiza_melanocephala","Emberiza_melanocephala","Black-headed Bunting","Emberizidae","Old World buntings","Tring","M","279.8","74.73","354.53","11.36","2.57","5.25","6.21","3.71",28.31,"Full Migrant",1,4.5,"15","Female",1,0,0,0,"2.5",37.8,"N",0,0,13.66,45.08
"383","Emberiza_pallasi","Emberiza_pallasi","Pallas's Bunting","Emberizidae","Old World buntings","BWP","L","276.64999999999998","62.65","339.29","9","1.95","8","5.0999999999999996","4.5999999999999996",13.96,"Full Migrant",1,4,"10","NA",1,1,0,0,"0.25",65.17,"N",0,0,-4.07,25.62
"384","Emberiza_pusilla","Emberiza_pusilla","Little Bunting","Emberizidae","Old World buntings","BWP","L","73.73","83.13","156.85","7.9","0.8","4.8","6.3","4",14.57,"Full Migrant",1,5,"7","Female",1,1,0,0,"0.75",64.01,"N",0,0,-2.74,29.95
"385","Emberiza_rustica","Emberiza_rustica","Rustic Bunting","Emberizidae","Old World buntings","BWP","L","447.96","117.52","565.49","12","2.65","7.5","6.7","5",20.54,"Full Migrant",1,5,"8.5","Mainly Female",1,1,0,0,"2.25",62.29,"N",0,0,-1.35,32.87
"386","Emberiza_rutila","Emberiza_rutila","Chestnut Bunting","Emberizidae","Old World buntings","Tring","M","47.71","38.51","86.21","7.42","1.04","2.99","5.34","2.58",17.5,"Full Migrant",1,4,"NA","NA",0,1,0,0,"0",56.19,"N",0,0,0.7,32.26
"387","Emberiza_schoeniclus","Emberiza_schoeniclus","Reed Bunting","Emberizidae","Old World buntings","BWP","L","NA","NA","640.88","12","NA","8.5","NA","NA",18.4,"Full Migrant",1,4.5,"10.5","Female",1,1,0,0,"2",58.01,"N",0,0,4.09,37.09
"388","Emberiza_schoeniclus","Emberiza_schoeniclus","Reed Bunting","Emberizidae","Old World buntings","Tring","M","327.11","59.92","387.03","11.16","2.78","5.84","5.6","3.62",18.4,"Full Migrant",1,4.5,"10.5","Female",1,1,0,0,"2",58.01,"N",0,0,4.09,37.09
"389","Emberiza_schoeniclus","Emberiza_schoeniclus","Reed Bunting","Emberizidae","Old World buntings","BWP","L","NA","63.71","NA","8.4","1.6","NA","5.2","4.5",18.4,"Full Migrant",1,4.5,"10.5","Female",1,1,0,0,"2",58.01,"N",0,0,4.09,37.09
"390","Emberiza_striolata","Emberiza_striolata","Striolated Bunting","Emberizidae","Old World buntings","BWP","L","574.16999999999996","50.22","624.39","15","3.85","5.3","7.3","1.8",14.8,"Not a Migrant",0,3,"13","Mainly Female",0,1,1,0,"10",28.23,"N",0,0,26.86,15.36
"391","Emberiza_yessoensis","Emberiza_yessoensis","Ochre-rumped Bunting","Emberizidae","Old World buntings","Tring","M","154.47999999999999","49.01","203.49","9.48","2.0699999999999998","4.33","5.34","3.28",13.49,"Full Migrant",1,4,"11.5","NA",0,1,0,0,"0",40.54,"N",0,0,8.75,72.86
"392","Emberizoides_ypiranganus","Emberizoides_ypiranganus","Lesser Grass-finch","Thraupidae","Tanagers","HBW","L","95.85","47.29","143.13999999999999","6.75","1.25","6","4.25","5",20.1,"Not a Migrant",0,2.5,"10.6","NA",1,0,0,0,"0.39",-28.29,"S",0,0,20.73,128.09
"393","Empidonax_albigularis","Empidonax_albigularis","White-throated Flycatcher","Tyrannidae","Tyrant-flycatchers","NBO","L","179.88","44.64","224.52","8","1.6","6.7","4.8","3.7",9.58,"Full Migrant",1,2.5,"NA","Both",1,0,0,0,"1.5",23.02,"N",0,0,18.91,100.05
"394","Empidonax_alnorum","Empidonax_alnorum","Alder Flycatcher","Tyrannidae","Tyrant-flycatchers","BNA","L","307.08","49.74","356.82","8.8000000000000007","1.9","8.8000000000000007","5","3.8",12.7,"Full Migrant",1,3.5,"14","Female",1,0,0,0,"0.81",56.26,"N",0,0,2.26,50.91
"395","Empidonax_alnorum","Empidonax_alnorum","Alder Flycatcher","Tyrannidae","Tyrant-flycatchers","BNA","L","163.84","56.74","220.58","8.2100000000000009","1.44","6.25","5.34","3.8",12.7,"Full Migrant",1,3.5,"14","Female",1,0,0,0,"0.81",56.26,"N",0,0,2.26,50.91
"396","Empidonax_alnorum","Empidonax_alnorum","Alder Flycatcher","Tyrannidae","Tyrant-flycatchers","BNA","L","390.11","54.32","444.43","9.1","2.0499999999999998","10.25","5","4.1500000000000004",12.7,"Full Migrant",1,3.5,"14","Female",1,0,0,0,"0.81",56.26,"N",0,0,2.26,50.91
"397","Empidonax_difficilis","Empidonax_difficilis","Pacific-slope Flycatcher","Tyrannidae","Tyrant-flycatchers","BNA","L","NA","32.72","NA","11.05","3.05","NA","4.95","2.5499999999999998",10.7,"Full Migrant",1,4,"15.5","Female",1,1,0,0,"6.5",50.97,"N",0,0,6.47,90.92
"398","Empidonax_flavescens","Empidonax_flavescens","Yellowish Flycatcher","Tyrannidae","Tyrant-flycatchers","NBO","L","NA","38.520000000000003","NA","9.5","2.5499999999999998","NA","4.4000000000000004","3.8",12.5,"Not a Migrant",0,2.5,"15.5","NA",1,0,1,0,"1.65",14.5,"N",0,0,21.51,167.23
"399","Empidonax_fulvifrons","Empidonax_fulvifrons","Buff-breasted Flycatcher","Tyrannidae","Tyrant-flycatchers","BNA","L","159.19999999999999","29.49","188.69","7.75","1.95","6","3.85","3.8",7.9,"Full Migrant",1,3.5,"16","Female",1,0,0,0,"7.35",23.87,"N",0,0,19.23,55.97
"400","Empidonax_hammondii","Empidonax_hammondii","Hammond's Flycatcher","Tyrannidae","Tyrant-flycatchers","BNA","L","161.75","42.53","204.28","8.5","1.4","5.4","5.7","2.5",10.44,"Full Migrant",1,4,"17","Female",1,0,0,0,"9.25",54.53,"N",0,0,4.12,44.84
"401","Empidonax_minimus","Empidonax_minimus","Least Flycatcher","Tyrannidae","Tyrant-flycatchers","BNA","L","53.23","33.93","87.16","6.8","1.1499999999999999","3.6","4.5","3.2",10,"Full Migrant",1,4,"14.5","Female",1,0,0,0,"7.8",52.7,"N",0,0,4.47,53
"402","Empidonax_minimus","Empidonax_minimus","Least Flycatcher","Tyrannidae","Tyrant-flycatchers","BNA","L","NA","NA","163.65","7.1","NA","6.2","NA","NA",10,"Full Migrant",1,4,"14.5","Female",1,0,0,0,"7.8",52.7,"N",0,0,4.47,53
"403","Empidonax_minimus","Empidonax_minimus","Least Flycatcher","Tyrannidae","Tyrant-flycatchers","BNA","L","80.959999999999994","30.41","111.37","6.8","1.2","4.5999999999999996","4.4000000000000004","3",10,"Full Migrant",1,4,"14.5","Female",1,0,0,0,"7.8",52.7,"N",0,0,4.47,53
"404","Empidonax_minimus","Empidonax_minimus","Least Flycatcher","Tyrannidae","Tyrant-flycatchers","BNA","L","167.72","31.81","199.53","7.25","1.38","7.25","4.5","3",10,"Full Migrant",1,4,"14.5","Female",1,0,0,0,"7.8",52.7,"N",0,0,4.47,53
"405","Empidonax_oberholseri","Empidonax_oberholseri","American Dusky Flycatcher","Tyrannidae","Tyrant-flycatchers","BNA","L","153.49","52.95","206.44","7.4","1.05","7.2","5.3","3.6",10.4,"Full Migrant",1,4,"17.5","Female",1,0,0,0,"2",45.56,"N",0,0,7.44,41.05
"406","Empidonax_traillii","Empidonax_traillii","Willow Flycatcher","Tyrannidae","Tyrant-flycatchers","BNA","L","167.63","55.89","223.52","7.7","1.2","7.2","5.3","3.8",13.39,"Full Migrant",1,3.5,"14","Female",1,0,0,0,"10.3",43.09,"N",0,0,10.5,62.49
"407","Empidonax_traillii","Empidonax_traillii","Willow Flycatcher","Tyrannidae","Tyrant-flycatchers","BNA","L","180.67","55.22","235.89","8.1999999999999993","1.5","6.7","5.2","3.9",13.39,"Full Migrant",1,3.5,"14","Female",1,0,0,0,"10.3",43.09,"N",0,0,10.5,62.49
"408","Empidonax_virescens","Empidonax_virescens","Acadian Flycatcher","Tyrannidae","Tyrant-flycatchers","BNA","L","80.42","36.770000000000003","117.19","7.3","1.1000000000000001","4.2","5.0999999999999996","2.7",12.6,"Full Migrant",1,3,"15","Female",1,0,0,0,"6",37.08,"N",0,0,15.87,102.47
"409","Empidonax_virescens","Empidonax_virescens","Acadian Flycatcher","Tyrannidae","Tyrant-flycatchers","BNA","L","116.67","32.97","149.63","8.0500000000000007","1.62","4.41","4.82","2.71",12.6,"Full Migrant",1,3,"15","Female",1,0,0,0,"6",37.08,"N",0,0,15.87,102.47
"410","Empidonax_wrightii","Empidonax_wrightii","American Grey Flycatcher","Tyrannidae","Tyrant-flycatchers","BNA","L","190.38","30.16","220.54","9","2.1","5.2","4.8","2.5",12.3,"Full Migrant",1,3.5,"16","Mainly Female",1,0,0,0,"3",39.76,"N",0,0,9.32,26.32
"411","Empidonax_wrightii","Empidonax_wrightii","American Grey Flycatcher","Tyrannidae","Tyrant-flycatchers","BNA","L","303.79000000000002","56.55","360.34","10.6","2.2999999999999998","6.13","6","3",12.3,"Full Migrant",1,3.5,"16","Mainly Female",1,0,0,0,"3",39.76,"N",0,0,9.32,26.32
"412","Empidonax_wrightii","Empidonax_wrightii","American Grey Flycatcher","Tyrannidae","Tyrant-flycatchers","BNA","L","356.26","111.37","467.63","12.1","2.65","6.1","6.8","4.5999999999999996",12.3,"Full Migrant",1,3.5,"16","Mainly Female",1,0,0,0,"3",39.76,"N",0,0,9.32,26.32
"413","Enicurus_maculatus","Enicurus_maculatus","Spotted Forktail","Muscicapidae","Old World flycatchers and chats","Tring","M","248.07","82.93","331","10.85","2.15","5.27","6.58","3.61",40.39,"Not a Migrant",0,3.5,"NA","NA",0,0,1,0,"NA",25,"N",0,0,19.52,145.41
"414","Enicurus_schistaceus","Enicurus_schistaceus","Slaty-backed Forktail","Muscicapidae","Old World flycatchers and chats","Tring","M","335.93","93.89","429.82","12.2","2.68","5.37","6.81","3.87",31,"Not a Migrant",0,3.5,"NA","NA",0,0,1,0,"NA",23.45,"N",0,0,19.44,132.48
"415","Enicurus_scouleri","Enicurus_scouleri","Little Forktail","Muscicapidae","Old World flycatchers and chats","Tring","M","325.64","62.41","388.05","11.61","2.98","5.51","5.64","3.74",17.8,"Not a Migrant",0,3,"NA","NA",0,0,1,0,"NA",28.88,"N",0,0,15.04,128.7
"416","Eopsaltria_australis","Eopsaltria_australis","Eastern Yellow Robin","Petroicidae","Australasian robins","HBW","L","168.6","65.97","234.57","8","1","7","6","3.5",20.15,"Not a Migrant",0,2,"12","Excl_Group Care",1,0,0,0,"3.5",-30.28,"S",0,0,18.96,62.85
"417","Eopsaltria_griseogularis","Eopsaltria_griseogularis","Western Yellow Robin","Petroicidae","Australasian robins","HBW","L","NA","NA","150.80000000000001","6","NA","8","NA","4",19.38,"Not a Migrant",0,2,"NA","Excl_Group Care",1,0,0,0,"11.25",-31.7,"S",0,0,18.23,23.63
"418","Eremophila_alpestris","Eremophila_alpestris","Horned Lark","Alaudidae","Larks","Tring","M","252.01","53.99","306","12.33","3.2","3.84","5.94","2.93",33.33,"Full Migrant",1,3.5,"10.5","Female",0,1,0,0,"0",58.58,"N",0,0,1.38,32.29
"419","Eremophila_alpestris","Eremophila_alpestris","Horned Lark","Alaudidae","Larks","BWP","L","NA","90.71","NA","NA","NA","NA","6.43","4.1900000000000004",33.33,"Full Migrant",1,3.5,"10.5","Female",0,1,0,0,"0",58.58,"N",0,0,1.38,32.29
"420","Eremophila_bilopha","Eremophila_bilopha","Temminck's Lark","Alaudidae","Larks","BWP","L","189.28","64.14","253.42","11","2","4","7","2.5",38.5,"Not a Migrant",0,3,"11","NA",0,1,0,0,"0",32.01,"N",0,0,20.39,9.01
"421","Eremopterix_nigriceps","Eremopterix_nigriceps","Black-crowned Sparrow-lark","Alaudidae","Larks","Tring","M","236.56","36.18","272.74","11.03","2.95","4.28","5.13","2.62",13.85,"Nomadic",0,2.5,"8","Female",0,1,0,0,"0.5",15.98,"N",0,0,26.96,18.73
"422","Erithacus_rubecula","Erithacus_rubecula","European Robin","Muscicapidae","Old World flycatchers and chats","BWP","L","358.93","39.270000000000003","398.2","13","4","4.5","5","3",17.7,"Full Migrant",1,5.5,"13","Female",1,1,1,0,"2.5",55.93,"N",0,0,7.7,51.45
"423","Erithacus_rubecula","Erithacus_rubecula","European Robin","Muscicapidae","Old World flycatchers and chats","Tring","M","667.66","98.4","766.06","14.16","3.81","7.31","6.56","4.1399999999999997",17.7,"Full Migrant",1,5.5,"13","Female",1,1,1,0,"2.5",55.93,"N",0,0,7.7,51.45
"424","Eucometis_penicillata","Eucometis_penicillata","Grey-headed Tanager","Thraupidae","Tanagers","HBW","L","179.99","81.81","261.8","10","1.88","5","6.25","4",27,"Not a Migrant",0,1.5,"11.5","Both",1,0,0,0,"1.75",-9.67,"S",0,0,25.3,168.68
